,Trends data
11656,
11664,
11681,
11693,
11695,
11698,
11717,
11723,
11737,
11749,
11762,
11772,
11774,
11795,
11800,
11827,
11838,
11854,
11871,
11925,
11926,
11958,
11961,
11963,
11971,
11989,
11991,
11997,
12014,
12029,
12032,
12035,
12042,
12052,
12058,
12059,
12074,
12091,
12099,
12100,
12103,
12112,
12115,
12133,
12141,
12147,
12153,
12167,
12177,
12204,
12258,
12261,
12279,
12285,
12290,
12297,
12298,
12303,
12314,
12319,
12322,
12337,
12340,
12349,
12399,
12407,
12409,
12417,
12421,
12426,
12435,
12451,
12459,
12461,
12473,
12481,
12489,
12495,
12505,
12538,
12571,
12610,
12621,
12622,
12635,
12641,
12644,
12647,
12660,
12669,
12673,
12690,
12697,
12699,
12706,
12715,
12724,
12728,
12732,
12737,
12739,
12750,
12751,
12757,
12775,
12783,
12797,
12832,
12854,
12856,
12876,
12883,
12886,
12911,
12916,
12921,
12930,
12933,
12943,
12953,
12957,
12973,
12974,
12977,
12991,
13008,
13026,
13036,
13043,
13050,
13051,
13059,
13063,
13064,
13072,
13073,
13084,
13115,
13119,
13125,
13127,
13129,
13141,
13152,
13156,
13163,
13170,
13182,
13184,
13188,
13194,
13195,
13201,
13202,
13231,
13238,
13247,
13254,
13258,
13293,
13319,
13320,
13324,
13329,
13332,
13340,
13344,
13354,
13355,
13356,
13365,
13371,
13386,
13404,
13406,
13412,
13427,
13434,
13437,
13450,
13456,
13459,
13474,
13516,
13541,
13551,
13556,
13560,
13566,
13600,
13603,
13604,
13607,
13637,
13645,
13671,
13675,
13700,
13720,
13733,
13737,
13743,
13752,
13759,
13761,
13804,
13811,
13815,
13823,
13824,
13831,
13850,
13854,
13907,
13922,
13937,
13943,
13954,
13963,
13966,
13970,
13982,
13984,
13990,
14007,
14034,
14035,
14051,
14053,
14073,
14109,
14129,
14131,
14136,
14137,
14173,
14184,
14194,
14205,
14233,
14245,
14247,
14267,
14285,
14286,
14287,
14290,
14296,
14318,
14328,
14338,
14349,
14358,
14371,
14389,
14435,
14436,
14437,
14440,
14442,
14446,
14474,
14480,
14500,
14518,
14530,
14545,
14546,
14561,
14564,
14575,
14605,
14630,
14649,
14713,
14723,
14724,
14734,
14752,
14762,
14786,
14811,
14831,
14849,
14851,
14875,
14885,
14888,
14893,
14895,
14922,
14923,
14936,
14944,
14954,
14956,
14961,
14962,
14963,
14992,
14997,
15015,
15017,
15027,
15068,
15088,
15089,
15092,
15105,
15112,
15119,
15122,
15137,
15139,
15158,
15161,
15176,
15180,
15190,
15200,
15205,
15210,
15215,
15230,
15234,
15240,
15273,
15281,
15295,
15296,
15305,
15307,
15315,
15352,
15373,
15384,
15385,
15387,
15398,
15401,
15413,
15418,
15428,
15432,
15434,
15436,
15438,
15456,
15469,
15475,
15476,
15482,
15486,
15502,
15503,
15518,
15519,
15531,
15532,
15533,
15534,
15541,
15551,
15599,
15600,
15606,
15616,
15635,
15670,
15673,
15687,
15712,
15716,
15720,
15726,
15741,
15748,
15760,
15765,
15768,
15772,
15809,
15814,
15819,
15820,
15824,
15825,
15841,
15852,
15857,
15863,
15867,
15868,
15871,
15872,
15878,
15881,
15886,
15888,
15893,
15909,
15911,
15912,
15929,
15941,
15947,
15948,
15962,
15964,
15966,
15978,
15995,
16018,
16020,
16030,
16049,
16060,
16065,
16069,
16072,
16092,
16093,
16103,
16112,
16115,
16145,
16150,
16151,
16161,
16166,
16169,
16207,
16224,
16240,
16278,
16281,
16284,
16285,
16306,
16316,
16319,
16324,
16329,
16334,
16343,
16346,
16362,
16381,
16390,
16394,
16407,
16408,
16411,
16414,
16417,
16418,
16419,
16422,
16429,
16440,
16447,
16461,
16464,
16478,
16494,
16498,
16503,
16504,
16518,
16523,
16526,
16531,
16541,
16547,
16548,
16565,
16571,
16576,
16596,
16598,
16603,
16609,
16621,
16641,
16651,
16659,
16663,
16668,
16673,
16683,
16685,
16686,
16690,
16711,
16780,
16786,
16790,
16799,
16805,
16812,
16837,
16893,
16911,
16933,
16952,
16953,
16967,
16968,
16976,
16986,
16999,
17009,
17015,
17020,
17045,
17048,
17070,
17074,
17079,
17083,
17132,
17143,
17147,
17148,
17159,
17175,
17191,
17218,
17219,
17223,
17231,
17241,
17243,
17250,
17269,
17340,
17383,
17391,
17403,
17409,
17440,
17466,
17479,
17500,
17503,
17504,
17547,
17562,
17570,
17574,
17576,
17578,
17588,
17592,
17596,
17636,
17665,
17682,
17683,
17687,
17713,
17721,
17722,
17729,
17774,
17777,
17778,
17783,
17793,
17816,
17834,
17845,
17851,
17872,
17929,
17947,
17952,
17971,
17981,
18014,
18026,
18040,
18042,
18075,
18081,
18082,
18089,
18093,
18096,
18127,
18142,
18167,
18170,
18198,
18200,
18206,
18225,
18230,
18236,
18267,
18268,
18279,
18284,
18285,
18288,
18290,
18327,
18328,
18331,
18334,
18336,
18345,
18348,
18350,
18361,
18409,
18437,
18454,
18458,
18461,
18474,
18493,
18560,
18598,
18601,
18630,
18633,
18653,
18669,
18671,
18679,
18683,
18687,
18696,
18697,
18701,
18712,
18714,
18721,
18736,
18737,
18740,
18751,
18766,
18798,
18807,
18840,
18847,
18877,
18890,
18939,
18945,
18948,
18974,
19012,
19020,
19026,
19030,
19033,
19043,
19044,
19049,
19058,
19069,
19077,
19098,
19124,
19126,
19135,
19137,
19152,
19156,
19205,
19212,
19220,
19232,
19243,
19263,
19267,
19270,
19286,
19298,
19299,
19311,
19327,
19344,
19346,
19348,
19416,
19417,
19431,
19441,
19448,
19450,
19477,
19481,
19496,
19518,
19534,
19564,
19581,
19591,
19601,
19607,
19624,
19656,
19662,
19677,
19720,
19748,
19755,
19758,
19768,
19770,
19773,
19786,
19791,
19804,
19816,
19828,
19829,
19830,
19837,
19838,
19842,
19868,
19873,
19878,
19896,
19908,
19909,
19910,
19928,
19929,
19930,
19941,
19952,
19954,
19956,
19961,
19964,
19975,
19977,
19998,
20012,
20028,
20030,
20049,
20059,
20065,
20125,
20129,
20142,
20175,
20181,
20183,
20230,
20235,
20239,
20264,
20272,
20274,
20299,
20332,
20336,
20342,
20364,
20371,
20383,
20397,
20399,
20403,
20412,
20421,
20432,
20437,
20476,
20477,
20508,
20533,
20542,
20556,
20559,
20577,
20588,
20597,
20600,
20623,
20636,
20638,
20640,
20656,
20665,
20685,
20692,
20701,
20705,
20736,
20740,
20752,
20757,
20761,
20765,
20785,
20788,
20791,
20820,
20827,
20829,
20833,
20842,
20852,
20853,
20879,
20899,
20907,
20910,
20937,
20946,
20959,
20966,
20973,
21001,
21017,
21021,
21024,
21025,
21076,
21086,
21095,
21097,
21143,
21152,
21188,
21201,
21216,
21230,
21246,
21259,
21272,
21348,
21351,
21361,
21364,
21419,
21436,
21459,
21492,
21500,
21503,
21514,
21543,
21556,
21564,
21573,
21579,
21583,
21609,
21631,
21634,
21644,
21648,
21659,
21684,
21689,
21697,
21700,
21704,
21705,
21707,
21714,
21721,
21723,
21724,
21772,
21784,
21790,
21812,
21830,
21834,
21860,
21873,
21891,
21899,
21931,
21939,
21949,
21956,
21967,
21969,
21982,
21992,
22004,
22014,
22040,
22047,
22058,
22065,
22066,
22069,
22084,
22110,
22126,
22131,
22159,
22172,
22185,
22204,
22238,
22242,
22252,
22260,
22271,
22301,
22304,
22314,
22336,
22341,
22373,
22384,
22386,
22390,
22399,
22451,
22456,
22460,
22478,
22496,
22509,
22533,
22536,
22543,
22617,
22628,
22640,
22646,
22656,
22664,
22667,
22673,
22674,
22681,
22703,
22704,
22712,
22719,
22725,
22747,
22750,
22755,
22756,
22761,
22773,
22775,
22786,
22803,
22813,
22814,
22820,
22841,
22882,
22915,
22920,
22923,
22935,
22941,
22951,
22966,
22973,
22975,
22981,
22984,
22997,
23007,
23018,
23029,
23057,
23070,
23074,
23080,
23081,
23083,
23094,
23097,
23124,
23151,
23156,
23163,
23170,
23206,
23211,
23220,
23222,
23228,
23242,
23262,
23266,
23271,
23308,
23316,
23318,
23322,
23347,
23355,
23396,
23412,
23420,
23423,
23431,
23432,
23472,
23493,
23508,
23509,
23510,
23570,
23572,
23578,
23588,
23590,
23602,
23606,
23627,
23629,
23630,
23633,
23635,
23636,
23639,
23640,
23651,
23656,
23692,
23709,
23711,
23712,
23729,
23730,
23738,
23746,
23764,
23787,
23791,
23796,
23804,
23822,
23837,
23852,
23863,
23875,
23887,
23898,
23899,
23904,
23927,
23932,
23945,
23977,
23984,
23986,
23990,
23994,
23997,
23998,
24004,
24009,
24025,
24052,
24065,
24073,
24078,
24106,
24115,
24124,
24130,
24144,
24162,
24181,
24200,
24201,
24216,
24224,
24247,
24262,
24304,
24346,
24351,
24360,
24377,
24390,
24412,
24435,
24456,
24474,
24499,
24503,
24529,
24534,
24549,
24559,
24590,
24600,
24602,
24604,
24628,
24641,
24648,
24651,
24671,
24678,
24680,
24699,
24729,
24740,
24776,
24778,
24782,
24786,
24787,
24788,
24789,
24799,
24803,
24805,
24833,
24851,
24855,
24865,
24869,
24878,
24888,
24911,
24921,
24937,
24943,
24952,
24984,
25015,
25030,
25045,
25074,
25091,
25095,
25121,
25125,
25128,
25143,
25165,
25172,
25192,
25227,
25245,
25282,
25300,
25320,
25325,
25356,
25358,
25361,
25368,
25388,
25392,
25404,
25419,
25452,
25458,
25481,
25494,
25496,
25522,
25534,
25541,
25552,
25582,
25610,
25622,
25691,
25705,
25719,
25726,
25736,
25740,
25769,
25773,
25812,
25817,
25819,
25840,
25849,
25852,
25874,
25883,
25902,
25913,
25925,
25945,
25947,
25949,
25968,
25969,
25971,
25973,
25978,
25998,
26019,
26033,
26037,
26063,
26085,
26115,
26116,
26117,
26124,
26130,
26159,
26171,
26217,
26229,
26242,
26278,
26291,
26316,
26323,
26344,
26356,
26357,
26373,
26388,
26397,
26405,
26440,
26446,
26450,
26460,
26469,
26472,
26480,
26491,
26494,
26524,
26530,
26549,
26558,
26580,
26583,
26608,
26631,
26647,
26658,
26687,
26713,
26737,
26741,
26751,
26763,
26766,
26773,
26824,
26839,
26854,
26882,
26900,
26902,
26911,
26913,
26919,
26921,
26942,
26943,
26944,
26947,
26949,
26962,
26979,
26991,
26993,
27007,
27028,
27033,
27034,
27039,
27064,
27089,
27110,
27116,
27159,
27176,
27180,
27187,
27190,
27197,
27202,
27203,
27219,
27235,
27258,
27270,
27271,
27326,
27333,
27343,
27348,
27354,
27380,
27390,
27408,
27455,
27465,
27480,
27484,
27504,
27525,
27526,
27548,
27562,
27566,
27568,
27572,
27573,
27582,
27596,
27612,
27620,
27632,
27637,
27638,
27647,
27662,
27664,
27671,
27679,
27688,
27713,
27719,
27721,
27722,
27735,
27736,
27744,
27758,
27764,
27766,
27788,
27811,
27817,
27849,
27859,
27867,
27878,
27891,
27895,
27919,
27934,
27949,
27954,
28003,
28005,
28018,
28020,
28059,
28078,
28079,
28089,
28095,
28100,
28115,
28122,
28133,
28134,
28136,
28155,
28165,
28168,
28175,
28186,
28194,
28209,
28234,
28244,
28245,
28271,
28276,
28277,
28288,
28297,
28307,
28311,
28328,
28338,
28340,
28374,
28393,
28405,
28415,
28422,
28442,
28455,
28498,
28511,
28532,
28550,
28557,
28560,
28589,
28590,
28591,
28609,
28620,
28628,
28638,
28646,
28648,
28662,
28663,
28666,
28703,
28706,
28710,
28721,
28733,
28737,
28761,
28782,
28786,
28788,
28820,
28875,
28884,
28886,
28920,
28938,
28946,
28956,
28965,
28989,
28995,
29008,
29027,
29035,
29059,
29063,
29080,
29096,
29106,
29110,
29113,
29114,
29128,
29155,
29162,
29172,
29186,
29197,
29201,
29209,
29212,
29220,
29232,
29238,
29239,
29251,
29308,
29341,
29347,
29370,
29372,
29424,
29426,
29434,
29438,
29448,
29467,
29477,
29506,
29509,
29510,
29531,
29539,
29557,
29575,
29594,
29604,
29620,
29678,
29684,
29729,
29731,
