Character_name;Freebase_character_ID;Actor_gender;Wikipedia_movie_ID;Coref_count;Main_actor;Adjectives;Verbs;Attributes
Foley;;M;807842;27;0;[];['fly', 'owe', 'start', 'have', 'learn', 'solve', 'know', 'notice', 'assist'];[]
Lutz;;M;807842;16;1;[];['do', 'hold', 'punish', 'announce', 'get', 'try'];['chief', 'car']
Bogomil;;M;807842;9;2;[];['try'];[]
Cain;;M;807842;4;3;['front'];[];['henchman', 'patsy']
officer;;M;807842;2;4;[];['suspend', 'command'];[]
Karla Fry;/m/0h30vff;F;807842;1;5;['chief'];[];['karla fry', 'hench']
Pirate;/m/0chgyvs;M;807979;15;0;[];['turn', 'drive', 'capture', 'discover', 'arrive', 'remember', 'see', 'attack', 'sneak'];['cannon']
Ernst Robinson;/m/0chgywn;M;807979;9;1;[];['choose'];['charm']
Roberta 'Bertie';/m/0chgyx2;F;807979;8;2;[];['stay'];"['rescue', 'grandfather', ""Roberta 'Bertie'"", 'boy']"
Fritz Robinson;/m/0chgt44;M;807979;7;3;['old'];['begin', 'head', 'use', 'come', 'declare', 'plan'];['vie']
Father Robinson;/m/0chgyv_;M;807979;3;4;[];['put', 'realize'];[]
Captain Moreland;/m/0chgyv3;M;807979;1;5;[];['abandon'];['crew', 'ship', 'captive']
Laurel;;F;812818;15;0;[];['stop', 'get', 'sleep', 'accept', 'refuse', 'make', 'leave', 'take'];[]
Dixon Steele;/m/0gz4vzz;M;812818;13;1;[];['have', 'claim', 'show', 'check', 'behave', 'become', 'find'];['screenwriter', 'director', 'mouth', 'suspect', 'relationship']
Lochner;;M;812818;11;2;[];['send', 'get', 'find', 'say', 'kill', 'sow', 'learn', 'drive'];[]
actor;;M;812818;6;3;[];['wash', 'suspect', 'give'];[]
Nobody;;M;812818;5;4;[];['ask'];[]
victim;;F;812818;3;5;['dead'];[];['actress']
Gray;;F;812818;2;6;[];['describe'];[]
Lippman;;M;812818;2;7;[];[];[]
Stewart;;F;812818;2;8;[];['finish', 'have'];[]
Brub;;F;812818;1;9;[];[];[]
Charlie;;M;812818;1;10;[];['ask'];[]
Mel;;M;812818;1;11;[];['cajole', 'regain'];[]
Danielle De Barbarac;/m/0dj6rfw;F;816862;50;0;[];['live', 'envy', 'catch', 'unseat', 'decide', 'encounter', 'argue', 'evade', 'run', 'agree', 'lose', 'discover', 'meet', 'go', 'arrive', 'tell', 'step', 'ask'];['girl', 'baroness rodmilla de ghent']
Prince Henry;/m/03w3bch;M;816862;24;1;['recalcitrant', 'shocked'];['release', 'return', 'choose', 'meet', 'argue', 'find', 'decide', 'see', 'go', 'set', 'love', 'ask', 'introduce'];['spurn']
Baroness Rodmilla De Ghent;/m/0dj6rgj;F;816862;14;2;[];['intend', 'tell', 'think'];[]
Marguérite;;M;816862;10;3;[];['intend'];['baroness rodmilla de ghent', 'baroness rodmilla de ghent']
Pierre Le Pieu;/m/0g8pq0z;M;816862;6;4;[];['free', 'agree'];['man']
Auguste De Barbarac;/m/0dj6rff;M;816862;4;5;[];['bring', 'have', 'die'];[]
Leonardo da Vinci;/m/07zy1p;M;816862;4;6;[];['come', 'free'];[]
Queen Marie;/m/0dj6rfn;F;816862;3;7;[];['ask', 'strip'];[]
friend;;M;816862;3;8;[];['know', 'arrive'];['childhood']
jailor;;M;816862;3;9;[];['refuse'];[]
man;;M;816862;3;10;[];['steal', 'buy', 'seem'];['Prince Henry']
Laurent;;M;816862;2;11;[];[];[]
Jacqueline De Ghent;/m/0dj6rg2;F;816862;1;12;[];[];[]
King Francis;/m/0dj6rg9;M;816862;1;13;[];['strike'];[]
Princess;;F;816862;1;14;['spanish'];[];[]
aristocrat;;F;816862;1;15;['elderly'];['show'];[]
Tommy;/m/0gz5dnh;M;817516;24;0;[];['suggest', 'let', 'set', 'escalate', 'persuade', 'regain', 'have', 'reveal', 'quote', 'want', 'hold', 'outplay'];[]
Big Tom;/m/0h2_h3j;M;817516;13;1;[];['reveal', 'plan', 'die', 'inherit', 'sell', 'fail'];['son', 'son']
Paul Barish;/m/0gyfj_6;M;817516;11;2;[];['sabotage', 'want', 'close', 'attract'];['force']
Zalinsky;/m/0h5qt1t;M;817516;8;3;['american'];['hide', 'say', 'own', 'admit'];['king', 'board', 'working']
Beverly;/m/0h5qt2h;F;817516;4;4;['paul barish'];['inherit', 'seek'];['paul barish']
Auto;;M;817516;3;5;[];[];[]
waitress;;M;817516;3;6;['surly'];['serve', 'find'];[]
III;;M;817516;2;7;[];[];[]
Michelle;/m/0h5qt20;F;817516;1;8;[];['arrive', 'show'];[]
Richard;/m/0h281gp;M;817516;1;9;[];[];[]
Elvis Presley;/m/02nwc6q;M;817905;31;0;['real'];['grow', 'live', 'get', 'contemplate', 'spot', 'face', 'give', 'look', 'create', 'hop', 'become', 'throw', 'lie', 'fear', 'have', 'save', 'reflect', 'say', 'pass'];['Elvis Presley']
Jack;;M;817905;12;1;[];['wield', 'die'];[]
friend;;M;817905;2;2;['only', 'black'];[];['man']
Margaret;;F;817996;37;0;['bisexual', 'vengeful'];['connect', 'reject', 'believe', 'agree', 'apply', 'reconnect', 'seduce', 'survive', 'experience', 'stab', 'vaporize'];['apartment']
Johann;;M;817996;12;1;['only'];['need', 'seek', 'know', 'plan', 'plan', 'seek', 'continue', 'reveal', 'resume', 'explain'];[]
Jimmy;;M;817996;10;2;[];['suggest', 'care', 'have', 'die'];['rival', 'addict']
Paul;;M;817996;10;3;[];['buy', 'refuse', 'feel', 'show', 'die', 'leave', 'return', 'do'];[]
Sylvia;;F;817996;6;4;['lascivious'];['try', 'happen', 'arrive'];['producer']
Adrian;;F;817996;5;5;[];['perform', 'recite', 'buy', 'die'];['girlfriend']
Vincent;;M;817996;5;6;[];['offer', 'rape'];['producer']
Katherine;;F;817996;4;7;[];['throw', 'arrive'];[]
Owen;;M;817996;3;8;[];['die'];['representative']
actor;;M;817996;2;9;['californian'];['offer', 'beat'];['opera', 'son']
Libby Parsons;/m/0gydfm9;F;818002;35;0;['bloody'];['fall', 'find', 'find', 'ask', 'hear', 'realize', 'attempt', 'kill', 'violate', 'confront', 'demand', 'manage', 'shoot'];['wake', 'knife', 'son', 'knock', 'caliber', 'handgun']
Nick Parsons;/m/0g_940s;M;818002;20;1;[];['fake', 'live', 'return', 'agree', 'use', 'believe', 'respond', 'pull', 'get'];[]
Travis Lehman;/m/0gz4z4g;M;818002;18;2;[];['become', 'find', 'suspect', 'visit', 'record', 'murder', 'manage', 'shoot', 'kill', 'promise'];['shoot', 'fire']
Matty Parsons;/m/0g_93y_;M;818002;6;3;[];['exclaim', 'play'];[]
Angela;;F;818002;5;4;[];['die', 'recognize', 'find'];[]
Washington;;M;818002;1;5;[];[];[]
Frank Wyatt;/m/0gyhwlw;M;818234;46;0;['lavish', 'homeless'];['leave', 'invite', 'jump', 'set', 'give', 'live', 'continue', 'run', 'leave', 'agree', 'choose', 'lead', 'hide', 'get', 'draw', 'push', 'take'];['who', 'family', 'guy', 'guy', 'friend']
Fallon;/m/0h292vr;M;818234;15;1;[];['shoot', 'turn', 'recover', 'pay', 'spare', 'push', 'find'];['gang']
Mike;;M;818234;15;2;['homeless', 'wounded', 'wounded'];['hear', 'break', 'give', 'refuse', 'become', 'manage', 'suggest', 'break'];['graduate']
Ray;;M;818234;10;3;['homeless'];['decide', 'gather', 'give', 'decide', 'buy', 'fall'];[]
John Wyatt;/m/0h2wslc;M;818234;9;4;[];['get', 'get', 'give', 'go', 'fall'];[]
Teddy;;M;818234;6;5;[];['have', 'steal'];[]
kid;;M;818234;4;6;[];['see', 'build'];[]
man;;M;818234;3;7;[];['name', 'lie', 'hurt', 'catch'];['friend', 'drown']
officer;;M;818234;1;8;[];['inform'];[]
Austin Millbarge;/m/0h16qqf;M;820919;5;0;['geekish'];['escape'];['codebreaker']
Harry Ross;/m/0gbpdp_;M;823939;18;0;[];['work', 'track', 'live', 'run', 'have', 'call', 'have', 'figure'];['detective', 'cop']
Catherine Ames;/m/0gbpdqr;F;823939;5;1;['old'];['describe', 'die'];[]
Jack Ames;/m/0gbpdpg;M;823939;3;2;[];['die', 'pass', 'ask'];['catherine ame', 'harry ross']
Lt. Verna Hollander;/m/0gbpdqh;F;823939;1;3;[];[];[]
Raymond Hope;/m/0gbpdpr;M;823939;1;4;[];['try'];[]
Ralph Hampton Gainesworth Jones;/m/0h03fwq;M;825149;90;0;['first'];['work', 'discover', 'meet', 'meet', 'mistake', 'reply', 'learn', 'decide', 'want', 'propose', 'prove', 'hit', 'round', 'get', 'do', 'propose', 'have', 'commit', 'manage', 'begin', 'marry', 'receive', 'discover', 'say', 'accept', 'start', 'get', 'address', 'apologize', 'help', 'reveal', 'arrest', 'tell', 'try', 'admit', 'believe', 'decide', 'bid'];['slob', 'king', 'heir']
Miranda;;F;825149;10;1;[];['go', 'accept', 'continue', 'return', 'want', 'decide', 'confess', 'sit'];[]
Princess Anna;/m/05lmjfj;F;825149;6;2;[];['have', 'have', 'have'];['princess anna']
Greene;;F;825149;3;3;[];[];[]
monarch;;F;825149;3;4;['proper', 'british', 'british', 'well'];['smile'];[]
Duke;;M;825149;2;5;['first', 'third'];[];[]
King;;M;825149;2;6;[];['rely'];[]
husband;;M;825149;2;7;[];['perform', 'succeed'];['monarch']
David Axelrod;/m/08ms01m;M;825828;45;0;['old'];['regret', 'try', 'become', 'start', 'rush', 'continue', 'receive', 'go', 'refuse', 'say', 'pull', 'seem', 'do'];['hero']
Jade Butterfield;/m/08ms01d;F;825828;30;1;[];['realize', 'write', 'go', 'try', 'love', 'do', 'refuse', 'tell', 'walk'];['family']
Ann;;F;825828;9;2;[];['sneak', 'try', 'coax', 'try'];[]
brother;;M;825828;3;3;['old'];['tell', 'try'];[]
Keith Butterfield;/m/02nwdmk;M;825828;1;4;[];['fight'];[]
Murray;;M;825828;1;5;[];['try'];[]
friend;;F;825828;1;6;[];['tell'];[]
Max;/m/0c1lxl0;M;826409;29;0;[];['hide', 'clean', 'tie', 'call', 'pretend', 'meet', 'try', 'make', 'wound', 'repeat', 'get'];['coerce']
Vincent;/m/0c6fw6;M;826409;19;1;[];['enter', 'enter', 'leave', 'bring', 'execute', 'answer', 'insist', 'follow', 'manage', 'beckon', 'take'];['cab', 'computer']
Felix;/m/0c1lxhf;M;826409;10;2;[];['fail'];[]
Annie;/m/0c1lxj6;F;826409;8;3;[];['take'];['phone']
Farrell;;F;826409;2;4;[];['prepare'];['prosecutor']
Fanning;/m/0c1lxks;M;826409;1;5;[];['uncover', 'rescue'];['detective']
Ida;/m/0c1lxkf;F;826409;1;6;[];['upset', 'run'];[]
Pedrosa;/m/0c1lxhz;M;826409;1;7;[];['assemble'];[]
Paul;;M;826441;44;0;[];['spend', 'get', 'arrive', 'regain', 'learn', 'ask', 'take', 'use', 'spot', 'hear', 'follow', 'deny', 'drive', 'manage', 'kill', 'go', 'save', 'tell', 'learn', 'obtain', 'go', 'see', 'get', 'steal', 'propose', 'use'];['vigilante']
Ochoa;;M;826441;15;1;[];['meet', 'break', 'follow', 'follow', 'feel', 'die', 'claim', 'answer'];[]
Kersey;;M;826441;14;2;[];['seem', 'arrive', 'kill', 'chase', 'fall', 'reveal', 'go', 'spot', 'follow', 'gain', 'duck', 'turn'];[]
daughter;;F;826441;14;3;[];['run', 'find', 'realize'];[]
Geri;;M;826441;5;4;[];['arrive', 'confront', 'visit', 'accept', 'go'];[]
Carol;;M;826441;4;5;[];['begin', 'catch', 'go'];[]
Kay;;M;826441;3;6;[];['witness', 'sympathize'];['orderly']
Angeles;;M;826441;1;7;[];[];[]
Frank;;M;826441;1;8;[];['hide', 'tell'];[]
Kerseys;;M;826441;1;9;[];[];[]
Mankewicz;;F;826441;1;10;[];['ask', 'suspect'];[]
killer;;M;826441;1;11;[];['die'];[]
man;;M;826441;1;12;[];[];[]
mugger;;M;826441;1;13;['final'];['get'];[]
Beverly Mantle;/m/0g_6rw_;M;826482;9;0;['shy'];['seek', 'leave', 'care', 'pull', 'leave'];[]
Claire;;F;826482;6;1;[];['have', 'ask'];[]
Elliot Mantle;/m/0g_6rzw;M;826482;5;2;[];['seduce', 'seduce'];[]
brother;;M;826482;4;3;[];['return', 'find'];['brother']
patient;;M;826482;2;4;[];[];[]
actress;;F;826482;1;5;['troubled'];['come'];[]
Guy;/m/0j2gxzr;M;828607;38;0;['old'];['fight', 'man', 'shoot', 'find', 'stay', 'prepare', 'take', 'point', 'throw', 'manage', 'kill', 'go', 'decide', 'tell', 'hide', 'witness', 'smother', 'manage', 'make', 'leave', 'reply', 'promise'];['child', 'child']
Vera;;F;828607;21;1;[];['lie', 'reject', 'continue', 'place', 'leave', 'go'];['baby']
Goran;;M;828607;16;2;['old'];['hack', 'take', 'stop', 'prepare', 'help', 'show'];[]
child;;F;828607;11;3;[];['cross', 'bear', 'reject'];['lady', 'shoot', 'child', 'village']
baby;;F;828607;9;4;[];['sleep', 'hide', 'stop', 'ask'];['child', 'Guy']
Peter;;M;828607;6;5;[];['try', 'drop'];['friend']
Joshua Rose;/m/0h16810;M;828607;2;6;[];['see'];[]
Paris;;M;828607;2;7;[];['storm'];['funeral']
Darnell;/m/0gy9ydm;M;832222;23;0;['crude'];['work', 'trade', 'worry', 'feel', 'meet', 'pursue', 'win', 'learn', 'injure', 'ponder'];['manager', 'playboy', 'talker', 'expert']
Brandi;;F;832222;8;1;['classy', 'elegant'];['step', 'reject', 'take', 'administer'];[]
baby;;F;832222;3;2;[];['land'];[]
Mia;/m/0h2rbmw;F;832222;1;3;[];['think'];[]
George Webber;/m/0h2vw2y;M;832232;30;0;[];['visit', 'make', 'suffer', 'schedule', 'follow', 'encounter', 'see', 'notice', 'learn', 'rent', 'refuse', 'lose', 'start', 'have'];['Miles']
Samantha Taylor;/m/0h07twm;F;832232;22;1;[];['have', 'leave', 'miss', 'reach', 'arrive', 'blame', 'interpret', 'see'];['partner']
dentist;;M;832232;17;2;['prominent'];['mistake', 'widen'];['attention', 'house', 'spot']
David Hanley;/m/0h5rqcd;M;832232;7;3;[];['fall', 'respond'];['husband']
Jenny Hanley;/m/0h5rq79;F;832232;6;4;[];['spend', 'take', 'explain'];[]
composer;;M;832232;6;5;[];['know', 'find', 'cope', 'catch', 'crash'];[]
daughter;;F;832232;2;6;[];['go'];['husband']
woman;;F;832232;2;7;['mysterious'];[];[]
Reverend;/m/0h5rq88;M;832232;1;8;[];['make'];[]
beauty;;F;832232;1;9;[];[];['woman']
