Character_name;Freebase_character_ID;Actor_gender;Wikipedia_movie_ID;Coref_count;Main_actor;Adjectives;Verbs;Attributes
Doug;;F;5786204;7;3;[];['try', 'arrive', 'punch'];['’s']
Butz;;M;5786204;4;4;[];['surgeon', 'talk', 'try'];['commander', 'other', 'associate']
Major's Wife;/m/0ljv953;F;5786204;3;5;[];[];[]
Hitler;;M;5786204;2;6;[];[];[]
pilot;;M;5786204;1;7;[];[];[]
Big Bad Wolf;/m/0hyn5c8;M;5786261;30;0;[];['appear', 'want', 'happen', 'retaliate', 'come', 'retaliate', 'try', 'run', 'get', 'show', 'carry', 'learn'];[]
drum;;M;5786261;6;1;['big'];['show'];['outfit', 'bass', 'step', 'bit', 'cylinder']
Ashley;;F;5787130;13;0;[];['record', 'run', 'find', 'help', 'stay', 'realise', 'scream'];[]
Jack;;M;5787130;6;1;[];['meet', 'have', 'become'];[]
Orky;;M;5787130;5;2;['old'];['possess', 'die', 'die', 'summon', 'live'];[]
Joshua Black;/m/0h0xt0z;M;5787130;4;3;['old'];[];[]
Pancho Villa;/m/0gyxth6;M;5787216;15;0;['mexican', 'revolutionary'];['find', 'demand', 'become', 'announce', 'scare', 'drive', 'reach'];[]
director;;M;5787216;14;1;[];['agree', 'tell'];['actor', 'film', 'crew', 'assemble', 'order']
Frank Thayer;/m/0h_204p;M;5787216;12;2;['mere'];['begin', 'have'];['nephew', 'boy', 'man', 'director']
Abraham Sanchez;/m/0h_202k;M;5787216;2;3;[];['find', 'send'];[]
nephew;;M;5787216;2;4;[];['make'];[]
himself;;M;5787216;1;5;[];[];[]
his;;M;5787216;1;6;[];[];[]
Emery;;M;5787450;27;0;[];['kill', 'see', 'go', 'drop', 'do', 'come', 'say', 'search', 'stop', 'get', 'want'];['youth', 'paper']
Alannah;;F;5787450;18;1;['crazy'];['break', 'work', 'want', 'come', 'stay', 'make', 'keep', 'say', 'have', 'do', 'need'];[]
Alaanh;;F;5787450;13;2;['other', 'other'];['die', 'try', 'go', 'leave'];[]
man;;M;5787450;9;3;[];['try', 'run', 'kill', 'have', 'make', 'meet', 'give', 'call', 'follow', 'do'];['man']
Brandon;;M;5787450;5;4;['responsible'];['tell', 'set', 'get', 'suceede'];['mark', 'one']
someone;;M;5787450;5;5;[];['take', 'get', 'see', 'want', 'see'];[]
husband;;M;5787450;3;6;[];['want', 'show', 'insult'];[]
Allannah;;F;5787450;2;7;[];['turn', 'go'];[]
Connie Simms;/m/0h15byx;F;5787450;1;8;[];['come'];[]
tycoon;;M;5787450;1;9;[];['take', 'engage'];['business']
Steve;;M;5787604;11;0;[];['refuse', 'promise', 'return', 'win', 'continue', 'win'];[]
Armstrong;;M;5787604;2;1;[];['work', 'foul'];[]
human;;F;5787604;2;2;[];['beat', 'have', 'take'];[]
game;;M;5787604;1;3;[];[];[]
Browning;;F;5787607;8;0;[];['discuss', 'speculate', 'find', 'stab'];['boyfriend', 'search']
Traci;;F;5787607;8;1;[];['take', 'run', 'have'];[]
Gibson;;M;5787607;7;2;[];['drive', 'keep', 'shut', 'run', 'stop', 'get'];['boyfriend']
Roxanne;;F;5787607;5;3;[];['think', 'attempt', 'look', 'discover', 'scream', 'kill'];['activist']
Albert;;M;5787607;3;4;[];[];[]
Cash;;M;5787607;3;5;[];['meet', 'give'];['child', 'creature']
carney;;F;5787607;2;6;[];['ask', 'say'];['woman']
child;;M;5787607;1;7;['alien', 'alien'];[];['alien', 'shoot']
monster;;F;5787607;1;8;[];['pick'];[]
woman;;F;5787607;1;9;[];['wake'];[]
Butch 'Bullet' Stein;/m/0gyb1f2;M;5789454;17;0;[];['sell', 'tell'];['mother']
henchman;;F;5789454;2;1;[];[];[]
Sam;;F;5790961;7;0;[];['grow'];['woman']
patient;;M;5790961;4;1;['escaped', 'psychiatric'];['make', 'kill'];['home']
Waldo Trumbull;/m/0h2c89r;M;5794124;14;0;['unscrupulous', 'waldo trumbull'];['murder', 'knock'];['undertaker']
Mr. John F. Black;/m/0h546h9;M;5794124;5;1;['deceased'];['say', 'die', 'awake', 'exhibit'];[]
Felix Gillie;/m/0h5m049;M;5794124;4;2;[];['decide', 'commit'];['assistant']
head;;M;5794124;2;3;[];[];[]
Cleopatra;/m/04tjb0s;M;5794124;1;4;[];[];['cat']
McKenna;;M;5794648;17;0;[];['assume', 'seize', 'parachute', 'speak', 'discover', 'set', 'die', 'make'];['pilot']
Robert Langdon;/m/02ghwh;M;5794648;8;1;[];['help', 'listen', 'escape', 'race', 'save', 'discover', 'find', 'take', 'use', 'contain'];['symbologist', 'officer', 'officer']
Hassassin;/m/0f7fk_;M;5794648;7;2;[];['appear', 'murder', 'spare', 'escape'];[]
Commander Richter;/m/05pt0zh;M;5794648;3;3;[];['hover'];[]
Cardinal Guidera;/m/0g_nkwy;M;5794648;2;4;[];['tell'];[]
Peter;;M;5794648;2;5;[];[];[]
Vittoria Vetra;/m/0f7f1l;F;5794648;2;6;[];[];[]
pope;;M;5794648;1;7;[];['enthrone', 'step'];['side']
Yanagawa;;M;5795788;32;0;[];['intend', 'refuse', 'capture', 'kill', 'order', 'reveal', 'pack', 'give', 'think'];['Lone']
Chang;;M;5795788;13;1;[];[];['boss']
Crawford;/m/0gxf16_;M;5795788;11;2;['devastated'];['come', 'present', 'enlist', 'reveal', 'beg', 'jump'];[]
assassin;;M;5795788;6;3;['former'];['work', 'fall'];['retaliation']
Goi;/m/0h4zj6v;M;5795788;1;4;[];['take'];['sniper']
daughter;;F;5795788;1;5;[];['receive'];[]
June;;F;5798540;14;0;[];['have', 'date'];['girl']
Nate;;M;5798540;11;1;[];['set', 'know', 'reintroduce', 'set', 'believe', 'become', 'realize', 'tell', 'try', 'feel'];[]
Cristabel Abbott;/m/0gwvv6w;F;5798540;7;2;['good'];['jog', 'refuse', 'begin'];['relationship', 'friend', 'friend']
Cooper;;M;5798540;3;3;[];['get', 'forget'];[]
Johann;;M;5798540;3;4;[];[];['threat']
friend;;F;5798540;3;5;['good', 'single'];['have', 'be'];['son']
Wulrich;;M;5798540;2;6;[];['seem', 'see'];['dentist']
boy;;M;5798976;2;0;[];['fall', 'follow'];['butcher']
daughter;;F;5798976;1;1;[];[];[]
Phil Romano;/m/0h5jhn7;M;5800283;4;0;[];['bend'];['wealthy']
Coach Delaney;/m/0h2hdbj;M;5800283;3;1;['former'];['gather', 'address'];[]
Tom Daley;/m/0h0jzsz;M;5800283;1;2;['overwrought'];[];['principal']
cub;;M;5800622;11;0;['young', 'frightened', 'young', 'young'];['suffer', 'struggle', 'attempt', 'approach', 'suffer', 'hide', 'run'];['bear', 'side']
grizzly;;M;5800622;10;1;['large', 'male'];['take', 'lure', 'escape', 'corner', 'rear', 'affect', 'turn', 'frighten'];['adult']
bear;;M;5800622;8;2;['other', 'young'];['wound', 'warn', 'struggle'];['adult']
orphan;;M;5800622;2;3;['young'];[];[]
man;;M;5800622;1;4;['third', 'young', 'old', 'other'];['tell', 'raise'];['pack']
Eastland;;M;5801352;8;0;[];['walk', 'wear', 'interrupt', 'allow'];['Eastland', 'attack']
buddy;;M;5801352;6;1;['old'];['happen', 'follow', 'presume', 'break', 'die', 'escape'];['army', 'brother', 'brother', 'army']
brother;;M;5801352;4;2;[];[];[]
girlfriend;;F;5801352;3;3;['crippling'];[];['girlfriend']
York;;M;5801352;1;4;[];['meet'];[]
Professor Jim Tanner;/m/0h30gfj;M;5804128;8;0;['prime'];['discover', 'face', 'kill', 'realize'];['biochemist', 'suspect', 'superhuman']
Hart;;M;5804128;7;1;[];['try', 'try'];[]
Danny;;M;5804666;1;0;[];['discover'];[]
sheriff;;M;5806110;7;0;[];['take', 'agree', 'get', 'discover'];[]
Gator McKlusky;/m/0h14jd7;M;5806110;4;1;[];['serve', 'learn', 'know', 'work', 'decide'];[]
Cliff;/m/02nwqd2;M;5807082;14;0;[];['use', 'begin', 'leave', 'escape', 'realize', 'explain', 'fly', 'divulge', 'use', 'pull'];['girlfriend']
Neville Sinclair;/m/0h5pl3r;M;5807082;8;1;['german'];['negotiate', 'overhear', 'make', 'send', 'wait', 'demand', 'summon', 'escape', 'take', 'die'];['star', 'associate']
Jenny;/m/02nwqd9;F;5807082;6;2;[];['have', 'set', 'present', 'find'];[]
Eddie Valentine;/m/0h5jhk2;M;5807082;5;3;[];['argue', 'visit'];[]
Peevy;/m/02nwqcw;M;5807082;4;4;[];['caution', 'patch'];[]
Howard Hughes;/m/02t6trg;M;5807082;3;5;[];['demand', 'present', 'leave'];[]
racer;;M;5807082;2;6;['new'];['build'];[]
spy;;M;5807082;2;7;['nazi', 'nazi'];['realize', 'need', 'go'];[]
Blake;;F;5807082;1;8;[];[];[]
German;;M;5807082;1;9;[];[];[]
Lothar;/m/0hhldw5;M;5807082;1;10;[];['escape'];['gang']
Yeager;;M;5807082;1;11;['first'];['prefer'];['pilot', 'Pilot']
employer;;M;5807082;1;12;[];[];['mobster']
gun;;M;5807082;1;13;['flare'];[];[]
John;;M;5807181;1;0;[];[];[]
boy;;M;5807181;1;1;[];['marry'];['farm']
John;;M;5807275;2;0;[];[];[]
Arbuckle;;M;5807275;1;1;[];['come'];[]
Lorna;;F;5812638;13;0;['real'];['survive', 'find', 'abet', 'flee', 'think', 'find', 'keep'];['hit', 'despondent']
Walsh;;M;5812638;8;1;['tough'];['want', 'find'];['hunter']
Vega;;F;5812638;2;2;[];['hire'];['boyfriend']
Bellstratten;;F;5812638;1;3;[];[];['waitress']
hitman;;M;5812638;1;4;[];['fall'];['cop']
Gator McKlusky;/m/0h14jd7;M;5812847;3;0;[];['make'];[]
Suzie;;M;5812847;1;1;[];[];[]
Bobby;;M;5813062;39;0;[];['win', 'awaken', 'help', 'realize', 'realize', 'break', 'do', 'offer', 'prevent', 'help', 'offer', 'ask', 'make', 'learn', 'fly', 'go'];['father']
Lenny;;M;5813062;24;1;[];['win', 'lead', 'rebel', 'die', 'fly', 'see', 'watch'];['girlfriend']
Joe;;M;5813062;5;2;[];['dive', 'die'];[]
Emily;;M;5813062;4;3;[];['die', 'inform'];[]
Fantana;;M;5813062;1;4;[];['challenge'];['rebel']
girlfriend;;F;5813062;1;5;['former'];[];[]
Nick;;M;5813191;26;0;['only', 'brilliant', 'only', 'brilliant'];['become', 'fire', 'take', 'begin', 'decide', 'realize', 'know', 'appear', 'believe', 'break', 'figure', 'set', 'break'];['Nick']
Bernadette Flynn;/m/0h337gl;F;5813191;8;1;[];['stay'];[]
Alcoa;;M;5813191;7;2;[];['give', 'need', 'add'];[]
killer;;M;5813191;7;3;['serial'];['terrorize', 'leap', 'learn', 'intercept'];['death']
Police Commissioner Frank Starkey;/m/0h2lz1r;M;5813191;6;4;[];['go', 'talk'];[]
Hawkins;;F;5813191;3;5;[];['return', 'feed'];['socialite']
Ed;/m/02nwpkv;M;5813191;2;6;[];[];[]
firefighter;;M;5813191;1;7;[];[];[]
Mark;;M;5818778;14;0;[];['reveal', 'tell', 'want', 'meet', 'have', 'watch', 'call', 'tell', 'have'];[]
Lannie;;F;5818778;11;1;['conscious'];['follow', 'meet', 'go', 'decide', 'know', 'hang'];[]
maid;;F;5818778;7;2;[];['steal', 'meet', 'bring', 'take', 'start'];['order']
Debbie;;F;5818778;6;3;['touching'];['tease', 'show', 'do', 'call'];['girlfriend']
Jeff;;M;5818778;6;4;[];['take', 'remove', 'get'];[]
Radner;;F;5818778;6;5;[];['hang', 'show'];['son']
Bill;;M;5818778;5;6;[];['make'];[]
Kevin;;M;5818778;5;7;[];['get'];[]
Cheryl;;F;5818778;4;8;[];['talk', 'lie'];['friend']
Wendy;;F;5818778;4;9;[];['perform'];[]
She;;F;5818778;3;10;[];['wonder'];[]
girlfriend;;F;5818778;2;11;[];['lie'];['order']
mom;;F;5818778;2;12;[];['bring', 'think'];[]
Garrick;;M;5819565;21;0;[];['announce', 'stay', 'play', 'believe', 'disguise', 'accept', 'criticize', 'learn', 'love', 'run'];['actor']
blacksmith;;M;5819565;10;1;['violent'];['strike', 'reveal'];['anvil', 'identity']
Germaine de la Corbe;/m/0h34ryv;F;5819565;5;2;[];[];['member']
Paris;;F;5819565;5;3;[];['tell', 'forgive'];[]
Tubby;;F;5819565;4;4;[];['flee', 'fall'];['one']
Cabot;;M;5819565;1;5;[];['play', 'inform'];['admirer']
Englishman;;M;5819565;1;6;[];[];[]
person;;M;5819565;1;7;[];['want', 'teach'];[]
Marco Polo;/m/0chd1x1;M;5819636;14;0;[];['show', 'think', 'see', 'test', 'send', 'become', 'show'];['marco polo']
Ahmed;/m/0h5466_;M;5819636;5;1;[];['show', 'vow', 'advise', 'deceive'];['adviser']
Kukachin;;F;5819636;4;2;[];['tell', 'go', 'warn'];[]
Tsu;;M;5819636;1;3;[];[];['maker']
Lorri Dillingwell;/m/0h3424n;F;5819703;6;0;[];[];[]
Robert Kensington 'Bob' Lansford;/m/0gz66g1;M;5819703;3;1;[];['hope', 'decide', 'end'];[]
chief;;M;5819703;1;2;[];[];[]
Madison Bauer;/m/0h4_ggd;F;5822642;11;0;[];['live', 'miss', 'meet', 'have'];['wife']
Cooper;/m/0h2yckp;M;5823121;4;0;[];['have', 'work'];['actor']
Ed Waxman;/m/0h5jcd0;M;5823121;3;1;[];['dreams-'];[]
Petrie;;F;5823255;16;0;[];['prepare'];['schoolfriend']
Barlow;;M;5823255;8;1;[];['kill'];[]
Susan;;M;5823255;7;2;[];['lie', 'lean', 'drive', 'leave'];[]
Richard K. Straker;/m/0h2h7yl;M;5823255;5;3;['mysterious'];['open', 'kill'];[]
Burke;;M;5823255;4;4;[];['feel', 'fall'];['child']
Danny;;M;5823255;4;5;[];['kill'];[]
author;;M;5823255;4;6;[];['befriend'];[]
Norton;;M;5823255;3;7;[];['kill', 'use'];[]
boy;;M;5823255;2;8;['young', 'local', 'glick'];['return', 'become'];[]
priest;;M;5823255;1;9;['local'];[];['priest', 'sacrifice']
Jonathan Trevanny;/m/03w3bb7;M;5823793;19;0;['bewildered'];['turn', 'leave', 'go', 'assume', 'blackmail', 'form', 'attempt', 'possess', 'come'];['framer']
Ripley;;M;5823793;9;1;[];['live', 'kill', 'recommend', 'set', 'spot', 'try', 'attend'];['mdash']
Venetian;;M;5823793;7;2;[];['overhear'];[]
gangster;;M;5823793;3;3;['thuggish', 'british'];['remain', 'give'];[]
Sarah;;F;5823793;2;4;[];[];['son']
end;;M;5823793;1;5;[];['save'];['sacrifice']
husband;;M;5823793;1;6;[];[];[]
Pete;;M;5823794;30;0;[];['work', 'run', 'discover', 'dream', 'leave', 'take', 'discover', 'try', 'arrive', 'talk', 'settle', 'pull', 'pretend', 'reveal', 'teach', 'escort', 'kidnap', 'show', 'protest', 'ride'];['child', 'child']
Wilbur;;F;5823794;13;1;[];['offer', 'feel', 'offer', 'abandon'];['cousin']
Bobby;;M;5823794;6;2;[];['misbehave', 'marry', 'marry'];['sister', 'cling']
Emma;;F;5823794;3;3;['reluctant'];['discover'];[]
Suzi;;F;5823794;3;4;[];['help'];[]
Winnifred;;F;5823794;3;5;[];['concede'];['cousin']
cousin;;M;5823794;3;6;['fourth'];['discover'];[]
Godfrey;;M;5823794;2;7;[];['play', 'produce'];[]
Barton;;M;5823794;1;8;[];['secure'];[]
Theresa;;F;5823794;1;9;[];['sing'];[]
fiance;;F;5823794;1;10;[];['leave', 'visit'];[]
player;;F;5823794;1;11;[];['scold'];['record']
woman;;F;5827982;2;0;['young', 'future'];['grant'];[]
Finch;;M;5828557;20;0;[];['run', 'begin', 'challenge', 'reveal', 'intend', 'see', 'swim', 'fall', 'have'];[]
stranger;;M;5828557;10;1;[];['trap', 'hire', 'make'];[]
Iris;;F;5828557;6;2;[];['speed', 'deceive'];['kidnap']
Banyon;;M;5828557;5;3;[];['get', 'find', 'rescue'];['hiker']
Nicole;;F;5828821;21;0;[];['get', 'meet', 'place', 'fly', 'wear'];[]
reporter;;F;5828821;10;1;[];['plan', 'take', 'sing'];['newspaper', 'house', 'reporter', 'stay', 'chase']
captain;;M;5828821;9;2;[];['send', 'makesure', 'see', 'imagine', 'discover', 'confront'];[]
gendarme;;M;5828821;8;3;['italian', 'italian', 'italian', 'italian'];['try', 'sollicit', 'find', 'fail', 'arrive', 'dress'];['relative']
daughter;;F;5828821;6;4;[];['want', 'have'];[]
psychiatrist;;M;5828821;6;5;[];['manage'];['scene', 'article']
stowaway;;M;5828821;3;6;[];[];['convince']
criminal;;F;5828821;1;7;['wanted'];[];[]
officer;;M;5828821;1;8;[];['decide'];['immigration', 'immigration']
Ryan Dunne;/m/0gyhv40;M;5830099;5;0;['local'];['help', 'fall'];['prospect', 'dad']
Hugo;;M;5830941;3;0;[];['realize', 'play'];[]
George;;M;5831289;8;0;[];['fire'];[]
Tom Daley;/m/0h0jzsz;M;5831289;7;1;[];['become', 'try'];[]
Zia;;M;5831848;32;0;[];['commit', 'find', 'learn', 'take', 'begin', 'find', 'sit', 'light', 'release', 'perform', 'drop', 'go', 'wake', 'turn', 'look'];[]
King;;M;5831848;17;1;[];['hawk', 'perform', 'start', 'die'];[]
Mikal;/m/0h0z69j;F;5831848;13;2;[];['insist', 'seek', 'push', 'mikal and zia', 'discover', 'leave'];['hitchhiker', 'discuss']
Eugene;;M;5831848;11;3;[];['kill', 'drink', 'meet', 'reveal', 'explain', 'depart'];['musician', 'beer', 'romance']
Raphael Kneller;/m/02nws42;M;5831848;7;4;['undercover'];['invite', 'set', 'happen', 'gain'];['agent']
dog;;F;5831848;3;5;[];['reveal', 'overdose'];['raphael kneller']
Desiree;/m/0h1n_2z;F;5831848;2;6;[];['become'];[]
Hawkes;;M;5831848;2;7;[];['emerge'];['hundred']
head;;M;5831848;2;8;['zia'];['see'];[]
man;;M;5831848;2;9;[];['lie'];['leader']
Messiah;/m/0h2bbgl;M;5831848;1;10;[];[];[]
girlfriend;;F;5831848;1;11;[];['commit'];[]
Ralph;;M;5831892;17;0;[];['throw', 'begin', 'feel'];[]
Sarah Witt;/m/0gwrlv0;F;5831892;15;1;['inebriated'];['love', 'meet', 'work', 'work', 'explain', 'meet'];['call', 'braingasm', 'boyfriend', 'rant', 'kiss', 'try']
Shmeckler;;M;5831892;2;2;['lonely'];[];['student']
Gilbert Noble;/m/0bnlwkv;M;5835745;59;0;[];['get', 'meet', 'have', 'prepare', 'receive', 'hit', 'save', 'try', 'find', 'display', 'die', 'use', 'find', 'use'];[]
Josephine Wingfield;/m/0bnlwlh;F;5835745;12;1;[];['mention', 'lose', 'become', 'love', 'see', 'defy', 'go', 'want'];[]
Jo;;M;5835745;10;2;[];['cut', 'cut', 'invite', 'start', 'have', 'leave', 'live', 'live'];[]
Valdine Wingfield;/m/0bnlwl8;F;5835745;8;3;[];['feel', 'keep', 'conspire', 'handle', 'have'];['father', 'son', 'mother', 'dig mccaffrey']
predator;;M;5835745;6;4;['sexual', 'sexual', 'eighth'];['tell', 'offer'];['Chippewa']
Dig McCaffrey;/m/0bnlwl1;M;5835745;4;5;[];['tell', 'make'];[]
Jack Mitchelson;/m/0bnlwrs;M;5835745;4;6;[];[];['man']
Walter Wingfield;/m/0bnlwn4;M;5835745;4;7;[];['make', 'attend'];[]
Chippewa;;M;5835745;2;8;['eighth'];['need'];[]
Detective Vic Vetter;/m/0bnlws7;M;5835745;2;9;[];['search', 'come', 'have'];[]
Leon Pitofsky;/m/0bnlwrp;M;5835745;2;10;[];['get', 'participate'];[]
cat;;F;5835745;2;11;['stray', 'less'];['name', 'name'];[]
Klein;;M;5835745;1;12;[];['take', 'work'];[]
Countess Ellen Olenska;/m/0h36vfr;F;5836236;5;0;['passionate'];[];['lover']
lover;;M;5836236;4;1;['passionate'];['seek', 'become', 'belong', 'follow'];[]
Newland Archer;/m/0hq5fbx;M;5836236;3;2;['affluent'];['begin', 'plan', 'grow'];['lawyer']
May Welland;/m/0hqdwlp;F;5836236;1;3;[];[];[]
Eric;;M;5836246;16;0;['insane'];['become', 'push', 'attend', 'dress', 'drink', 'work', 'lure'];[]
Binford;;M;5836246;8;1;[];['cross'];['hollow']
Stella;;F;5836246;6;2;[];['push'];[]
cowboy;;M;5836246;5;3;[];['kill', 'drive', 'work'];[]
Bially;;M;5836246;3;4;[];[];[]
Gallagher;;M;5836246;3;5;[];['try', 'want'];['boss']
Dracula;;M;5836246;1;6;[];['attend'];[]
filmmaker;;F;5836246;1;7;['sleazy'];[];[]
killer;;F;5836246;1;8;[];['reenact'];['drug']
Hellboy;/m/02jlyb;M;5837972;13;0;[];['pick', 'encounter', 'meet', 'manage'];['other']
soldier;;M;5837972;6;1;[];['meet', 'manage'];[]
Sakai;;M;5837972;4;2;[];['attack'];[]
daughter;;F;5837972;3;3;[];[];['soldier', 'soldier']
lord;;M;5837972;3;4;['ancient', 'japanese'];['agree'];[]
world;;M;5837972;3;5;['different'];[];[]
Liz;;F;5837972;1;6;[];['manage'];[]
Sapien;;M;5837972;1;7;[];[];['disappearance']
warrior;;M;5837972;1;8;[];[];['stone']
Bruttenholm;;F;5838045;20;0;['elderly'];['trick', 'overcome', 'take', 'stop', 'identify', 'fight', 'begin', 'prepare', 'assert'];['head']
Lupescu;;M;5838045;17;1;[];['convince', 'help', 'refuse', 'break', 'realize', 'lure', 'pack', 'adopt'];['one', 'allegiance', 'groundskeeper']
Ana;;F;5838045;16;2;[];['meet', 'comment', 'notice', 'scream', 'go', 'fear', 'leave'];['bride']
Erzabet;;F;5838045;9;3;[];['have', 'pay'];[]
Erzebet;;F;5838045;7;4;[];['kill', 'remind'];[]
Trumbolt;;M;5838045;7;5;[];['explain', 'find', 'ignore', 'explain', 'become'];['friend']
Hellboy;/m/02jlyb;M;5838045;5;6;[];['fight'];['agent', 'escape']
Hecate;/m/0h5j8pr;F;5838045;4;7;[];['attack'];['goddess', 'hag']
owner;;M;5838045;3;8;['frightening'];[];['shop', 'baby', 'visit']
Abe;;F;5838045;2;9;[];['escape', 'thrash'];[]
Sapien;;M;5838045;1;10;[];[];[]
Trumbolde;;F;5838045;1;11;[];[];[]
young;;F;5838045;1;12;[];['investigate'];[]
Raoul Duke;/m/049f5v;M;5842075;44;0;['young'];['complain', 'become', 'give', 'raoul duke', 'be', 'arrive', 'become', 'fire', 'arrive', 'leave', 'find', 'want', 'agree', 'awake', 'decide', 'feed', 'snort', 'flee', 'attempt', 'attempt', 'listen', 'have', 'drop', 'speed'];['speeding', 'tab', 'inform', 'patron', 'lizard', 'accompanie', 'wake']
Dr Gonzo;/m/0h18741;M;5842075;18;1;[];['give', 'trash', 'trip', 'explain'];[]
Lucy;/m/0gy8tmh;F;5842075;7;2;[];['come', 'know', 'call'];[]
patrolman;;M;5842075;7;3;[];['have', 'cover'];['highway']
Hitchhiker;/m/0gydh4b;M;5842075;3;4;['young'];['do', 'decide', 'go'];[]
Baker;;M;5842075;1;5;[];['near', 'pull'];['patrolman']
Lacerda;/m/0h5p1c3;M;5842075;1;6;[];[];[]
George;;M;5843155;10;0;['shy'];['attract', 'avoid'];[]
artist;;F;5843155;10;1;['beautiful'];['travel', 'dump', 'set'];['con', 'father', 'victim']
Jean;;M;5843155;2;2;[];['fall'];[]
Hamilton;;M;5843155;1;3;[];['return'];['heir']
Henry;;M;5843155;1;4;[];[];[]
victim;;M;5843155;1;5;['hapless', 'confused'];['know'];[]
Henry;;M;5843229;5;0;[];['make', 'have', 'make'];[]
painter;;F;5843229;3;1;['cynical', 'garde'];['spend', 'think', 'make'];[]
somebody;;F;5843229;3;2;[];['fail'];[]
stockbroker;;M;5843229;3;3;[];['languish', 'have', 'assign', 'have'];[]
millionaire;;F;5843229;2;4;['stereotypical'];[];[]
Tyroon;;M;5843229;1;5;[];['decide'];['dealer']
Jess;;M;5843609;8;0;[];['search', 'travel', 'sneak', 'learn', 'give'];[]
baby;;M;5843609;8;1;[];['hunt', 'find'];['baby']
Willard Grange;/m/0h5h0vq;M;5843609;6;2;[];['have', 'beg'];[]
Toller;/m/0h1q4yr;M;5843609;2;3;[];[];['breaker', 'veteran']
Ellen;;F;5843609;1;4;[];[];['son']
brain;;M;5844491;1;0;[];[];[]
Spencer;;M;5845807;12;0;[];['patch', 'wait'];['food']
magnate;;M;5845807;9;1;['powerful'];['name', 'insult', 'have'];['company', 'negotiation']
Jimmy;;M;5845807;8;2;[];['stage', 'sneak', 'find', 'take', 'come', 'take', 'sneak'];[]
Dworski;;M;5845807;1;3;[];['have'];[]
warden;;M;5845807;1;4;[];['let', 'leave'];[]
Eleanor;/m/0h1qvzy;F;5846373;12;0;[];['live', 'express', 'tell', 'stay', 'have', 'gain', 'meet'];['designer', 'slave']
artist;;M;5846373;5;1;['unknown'];['attract'];[]
designer;;F;5846373;1;2;[];['aspire', 'discover'];['hat', 'group', 'clothing']
world;;F;5846373;1;3;[];[];['downtown', 'art']
Graves;;M;5847229;1;0;[];[];['smokejumper']
Gypsy Vale;/m/0gkchgz;F;5848001;9;0;[];['aspire', 'encounter', 'learn', 'perform', 'stay'];[]
Velvet;;F;5848001;9;1;[];['reveal', 'leave'];[]
Mistress;;F;5848001;4;2;['sympathetic'];['allow', 'write'];['friend']
Sandusky;;M;5848001;2;3;[];['graduate'];[]
John;;M;5853629;35;0;[];['enter', 'take', 'work', 'respond', 'make', 'pay', 'declare', 'offer', 'enter', 'approach', 'reach', 'pay', 'sit', 'embrace', 'eat'];[]
Sofia;;F;5853629;11;1;[];['offer', 'tell', 'open', 'use', 'describe', 'tell', 'insist', 'tell'];[]
man;;F;5853629;8;2;['young'];['name', 'begin', 'hand', 'laugh', 'invite'];['question']
O'Hara;;M;5853629;6;3;[];[];[]
world;;F;5853629;3;4;[];['need'];[]
Garbo;;F;5853945;5;0;[];['come', 'lift', 'light'];[]
Rand;;F;5853945;5;1;[];['leave', 'perform'];[]
Stewart;;M;5853945;4;2;[];['start'];[]
Grant;;M;5853945;4;3;[];['buy'];['’s']
someone;;M;5853945;4;4;[];['turn'];[]
conga;;F;5853945;4;5;[];['’s', 'conduct', 'do', 'stop'];['viene']
Crosby;;M;5853945;4;6;[];['announce', 'introduce', 'introduce'];['speech']
viene;;M;5853945;3;7;[];['conduct'];['ahí']
Lorre;;M;5853945;3;8;[];['know', 'say', 'play'];[]
Weissmuller;;M;5853945;3;9;[];['arrive', 'leave'];[]
Stokowski;;M;5853945;3;10;[];['prepare'];['conductor']
Colonna;;M;5853945;2;11;[];['catchphrase'];[]
waiter;;M;5853945;2;12;[];['bring', 'ask'];[]
prankster;;M;5853945;2;13;[];['follow'];[]
girl;;F;5853945;2;14;[];['follow', 'turn'];['hatcheck', 'Goddard']
dancer;;M;5853945;2;15;['nude'];['chase'];['girl', 'kiss']
Sheridan;;F;5853945;2;16;[];['respond'];[]
Sparks;;F;5853945;2;17;[];['ask'];['movie']
Sally;;F;5853945;2;18;[];['catch'];[]
Romero;;M;5853945;2;19;[];['know'];['dance']
Marx;;F;5853945;2;20;[];['stick', 'shoot'];['prankster']
Kyser;;M;5853945;2;21;[];[];[]
Lamour;;F;5853945;1;22;[];['see', 'beg'];[]
light;;F;5853945;1;23;[];['lift', 'strike', 'light'];['foot']
quarter;;F;5853945;1;24;[];[];[]
Hoover;;M;5853945;1;25;[];['say'];[]
Henie;;F;5853945;1;26;[];['wear'];[]
Fonda;;M;5853945;1;27;[];['enjoy'];[]
woman;;F;5853945;1;28;['beautiful'];['have'];[]
Gunnar;/m/0h33v2s;M;5858177;19;0;[];['recognize', 'know', 'cut', 'trigger', 'take', 'beg', 'break'];['leader', 'last']
Ulfar;;M;5858177;12;1;[];['warn', 'find'];['lieutenant']
boy;;M;5858177;11;2;['old'];['refuse', 'have'];[]
Pathfinder;;M;5858177;10;3;['next', 'only', 'capable', 'new'];['intend', 'handle', 'present', 'heal', 'find'];['sword']
