Character_name;Freebase_character_ID;Actor_gender;Wikipedia_movie_ID;Coref_count;Main_actor;Adjectives;Verbs;Attributes
Natalie Connors;/m/0bb9f2g;F;261364;22;1;[];[];[]
Brinkman;/m/0bb9f35;M;261364;10;2;[];['plan', 'threaten', 'plan', 'send', 'put'];[]
CIA Director;/m/0bb9f2n;M;261364;3;3;[];['use', 'decide', 'assemble', 'remove', 'give'];[]
Ronica Miles;/m/0bb9f2k;F;261364;3;4;[];['find', 'plant', 'fight'];[]
hostage;;M;261364;3;5;[];['plant'];[]
François;;M;261364;2;6;[];['come'];['man', 'group']
student;;M;261364;2;7;['old'];[];['school']
ERIS;;M;261364;1;8;[];[];[]
Robin Hood;/m/06j7x;M;261402;53;0;['robin hood', 'profess'];['escape', 'return', 'assume', 'spare', 'hate', 'have', 'storm', 'kill', 'marry'];['feeling', 'handful', 'man', 'love']
Maid Marian;/m/02ywjs;F;261402;8;1;[];['begin', 'muster', 'try'];['aid', 'confine']
Sheriff of Nottingham;/m/02nwlj8;M;261402;8;2;['cruel'];['rule', 'oppress', 'increase', 'manage', 'propose'];['man']
Azeem;/m/04xg256;M;261402;3;3;['robin hood'];['vow', 'reveal', 'slay'];[]
King Richard;/m/05yxmx7;M;261402;3;4;[];['bless'];[]
Mortianna;/m/0h5scpw;F;261402;3;5;[];['charge'];[]
Bishop;;M;261402;2;6;['corrupt'];[];[]
brother;;F;261402;1;7;['young', 'illegitimate', 'half'];[];[]
Trio;;M;261448;2;0;[];['use', 'steal'];['film']
Alan Smithee;/m/0gy8tb0;M;261448;1;1;[];['see'];[]
Dade Murphy;/m/03btzmj;M;264176;22;0;[];['turn', 'call', 'identify', 'enroll', 'learn', 'decide', 'agree', 'join', 'reveal', 'go', 'download', 'inform', 'go'];['company']
Joey Pardella;/m/03btzn4;M;264176;8;1;['elite'];['break', 'download', 'hide', 'reveal', 'use', 'hide'];['hacker', 'that', 'hacker']
Kate Libby;/m/03btzmt;F;264176;8;2;[];['ask', 'ask', 'wear'];['Burn', 'feud', 'friend']
Ellingson;;M;264176;7;3;[];['offer', 'threaten', 'know', 'admit', 'give'];['one']
Killer;;M;264176;5;4;[];['a.k.a', 'decline', 'install', 'toss'];[]
hacker;;M;264176;4;5;['well', 'elite'];['meet'];['novice']
Gibson;;M;264176;3;6;[];[];[]
Vinci;;M;264176;2;7;[];[];['virus']
Blade;;M;264176;1;8;[];['try'];[]
Exchange;;M;264176;1;9;[];[];[]
Hal;/m/0h2x4lw;M;264176;1;10;[];['detect', 'realize'];['employee']
family;;M;264176;1;11;[];[];['dade murphy']
guard;;M;264176;1;12;[];[];['security']
Marnie Edgar;/m/0c1mh7n;F;264851;24;0;[];['use', 'steal', 'apply', 'hire', 'track', 'fall', 'use', 'attack', 'seem', 'want'];['thief']
victim;;F;264851;10;1;[];['attempt'];['company']
Mark Rutland;/m/0c1mh6_;M;264851;5;2;[];['marry', 'find', 'rescue', 'try'];[]
Bernice Edgar;/m/0c1mh7w;F;264851;4;3;[];[];[]
Sailor;/m/0c1mh7f;M;264851;2;4;[];['molest', 'fall'];[]
Sidney Strutt;/m/0c1mh76;M;264851;2;5;[];[];[]
child;;M;264851;2;6;[];['strike'];[]
customer;;M;264851;1;7;[];['learn'];[]
German;;M;264869;8;0;[];['sweat'];[]
Willi;;M;264869;7;1;[];['take', 'steer', 'pull', 'ask'];['survivor', 'drown']
Angel;;F;264869;3;2;[];['tie', 'sneak'];[]
Bermuda;;M;264869;1;3;[];[];[]
passenger;;M;264869;1;4;[];['die'];['infant']
woman;;F;264869;1;5;['young', 'english'];[];[]
Juanita Jordan;/m/0h69z_x;F;265033;13;0;[];['agree', 'make', 'make', 'make', 'lift', 'go'];[]
Michael Jordan;/m/0h69_1x;M;265033;3;1;[];['give'];[]
Swackhammer;/m/0h12jmh;M;265033;3;2;[];['accept', 'yell'];[]
Murray;;M;265033;1;3;[];['appear'];[]
Robert;/m/0h5r504;M;265143;12;0;[];['give'];[]
Matt Eckert;/m/04fyzhy;M;265143;10;1;[];[];['brother', 'friend']
Danny;/m/0h5r50t;M;265143;9;2;[];['escape'];[]
Daryl;/m/0h5r4_q;M;265143;9;3;[];['confess'];[]
Mr. Eckert;/m/0h5r50l;M;265143;9;4;[];['flee'];[]
Aardvark's Father;/m/0hdx0h_;M;265143;8;5;[];[];[]
Jed;/m/0gxtqzq;M;265143;7;6;[];['learn', 'execute', 'bring'];['attack']
Erica;/m/0h285rj;F;265143;2;7;[];[];[]
Calumet;;M;265143;1;8;[];['see'];['downtown']
Lt. Col. Andrew 'Andy' Tanner;/m/0h5r4_y;M;265143;1;9;[];['learn'];[]
Daisy;/m/0b_wjr_;F;265242;25;0;['pregnant'];['appear', 'seem', 'propose', 'kiss', 'explain'];['transpire']
Bud Clay;/m/0b_wjr6;M;265242;22;1;[];['undertake', 'meet', 'meet', 'grow', 'stop', 'appear', 'stop', 'tell', 'see', 'have', 'undress', 'ask', 'become', 'intervene', 'explain', 'awaken', 'drive'];['racer', 'bud clay']
Hampshire;;M;265242;19;2;[];['drive', 'ask', 'join', 'drive', 'stop', 'drive', 'stop', 'leave', 'drink', 'insult'];[]
baby;;M;265242;6;3;[];['die', 'know', 'come', 'see'];[]
Violet;/m/0b_wjq5;F;265242;5;4;[];['enter', 'remember'];[]
Lilly;/m/0b_wjpw;F;265242;4;5;[];[];['comfort']
Rose;/m/0b_wjrj;F;265242;1;6;[];['eat'];[]
The Great Leslie;/m/0h2vqcd;M;265891;13;0;['classic'];['propose', 'stop', 'let'];['hero']
Paris;;M;265891;4;1;[];['near', 'have', 'love', 'care'];[]
Maggie Dubois;/m/0h134n7;F;265891;3;2;[];['accept', 'convince'];['suffragette']
Maximilian Meen;/m/0h6c2fd;M;265891;2;3;[];['sabotage', 'rescue'];[]
outlaw;;M;265891;2;4;['local'];['name', 'become', 'pretend', 'quit'];['fuel']
Hezekiah Sturdy;/m/0h6c2dy;M;265891;1;5;[];[];['mechanic']
Lily Olay;/m/0h6c2f4;F;265891;1;6;[];[];['singer']
Professor Fate / Crown Prince Frederick Hoepnick;/m/0h6c2fm;M;265891;1;7;[];[];['double']
winner;;M;265891;1;8;[];[];[]
Tony Montana;/m/02t4sm;M;267848;71;0;[];['arrive', 'meet', 'visit', 'get', 'agree', 'vouch', 'betray', 'establish', 'see', 'throw', 'slap', 'escape', 'take', 'build', 'marry', 'use', 'take', 'assassinate', 'push', 'call', 'learn', 'go', 'find', 'see', 'kill', 'take', 'declare', 'kill', 'use'];['refugee', 'man']
Frank Lopez;/m/03npg1q;M;267848;13;1;[];['hire', 'send', 'establish', 'send', 'find'];['dissolve', 'anger']
Gina Montana;/m/0cgx94y;F;267848;12;2;['drugged'];['dance', 'tell', 'get', 'accuse'];[]
Manny Ribera;/m/0d9_1p;M;267848;9;3;[];['take', 'kill', 'grow', 'miss'];['gina montana']
Sosa;;M;267848;9;4;['furious'];['disclose', 'agree', 'offer', 'end', 'betray'];['kingpin']
Elvira Hancock;/m/0cgx93b;F;267848;7;5;[];['leave'];[]
Omar Suarez;/m/0cgx948;M;267848;7;6;[];['betray', 'leave', 'beat'];['informant']
Alberto The Shadow;/m/0hcd6q3;M;267848;4;7;[];['plant', 'insist'];['henchman']
Mel Bernstein;/m/0cgx93s;M;267848;2;8;[];['propose'];['detective', 'hitman']
Miami;;M;267848;1;9;[];[];[]
James Bond;/m/0clpml;M;268833;12;0;[];['steal', 'arrive', 'fly', 'meet', 'give', 'meet', 'escape', 'steal', 'cut', 'meet', 'watch', 'trigger', 'sabotage'];['trade']
Alec Trevelyan;/m/062r15;M;268833;11;1;['boris grishenko'];['fake', 'reveal', 'capture'];['descendant', 'kick']
Jack Wade;/m/03r551;M;268833;8;2;[];['suggest'];['agent', 'car', 'team']
Xenia Onatopp;/m/04tkpy;F;268833;7;3;[];['murder', 'rappel'];[]
Natalya Simonova;/m/066zh5;F;268833;6;4;[];['reveal', 'locate', 'program', 'commandeer'];['survivor', 'ensue']
Janus;;M;268833;5;5;[];['reveal', 'kill'];[]
M;/m/01lxy7;F;268833;5;6;[];['suspect', 'form', 'steal', 'fly', 'massacre', 'assign'];[]
Arkady Grigorovich Ourumov;/m/07cyk8;M;268833;4;7;[];['steal', 'call'];[]
Boris Grishenko;/m/06t21_;M;268833;4;8;[];[];['arrange']
Admiral Chuck Farrell;/m/0h5sbbh;M;268833;2;9;['canadian'];[];[]
Dmitri Mishkin;/m/07cylr;M;268833;2;10;[];['interrogate'];[]
Valentin Dmitrovich Zukovsky;/m/0dj97v;M;268833;1;11;[];['arrange'];['head']
survivor;;F;268833;1;12;['lone', 'boris grishenko'];['betray'];['contact']
Colossus;;M;269528;23;0;[];['display', 'refer', 'ask', 'state', 'respond', 'display', 'intercept', 'ignore', 'intercept', 'order', 'learn', 'begin', 'announce', 'state'];[]
Forbin;;M;269528;11;1;['chief'];['ask', 'inform', 'meet', 'give', 'reply'];['designer', 'counterpart']
Kuprin;;M;269528;10;2;[];['do', 'eat', 'create'];[]
friend;;F;271588;22;0;['silly', 'flat'];['notice', 'use', 'use', 'get', 'convince', 'peek', 'learn', 'get', 'marry'];[]
Betty Lou Spence;/m/0h37p2g;F;271588;16;1;[];['have', 'slap', 'leave', 'proclaim', 'tell', 'make', 'save'];['shopgirl']
Cyrus;;M;271588;13;2;[];['offer', 'host', 'want', 'resist', 'corner', 'learn'];[]
Adela;;F;271588;8;3;[];['reconcile'];[]
Austin;;M;271588;4;4;[];['notice', 'try'];[]
Waltham;;M;271588;1;5;[];[];[]
baby;;F;271588;1;6;[];['take'];['friend']
Jim;;M;273456;51;0;['huge'];['live', 'find', 'witness', 'buy', 'find', 'discover', 'owe', 'win', 'accept', 'take', 'sneak', 'return', 'owe', 'state', 'need', 'have', 'set', 'reach', 'fall', 'afford', 'agree', 'win'];['fan', 'exploit']
Herbie;;M;273456;31;1;[];['blow', 'pull', 'miss', 'lurch', 'take'];['force']
Wu;;M;273456;13;2;['new'];['demand', 'allow', 'race', 'reply', 'lead', 'tell', 'go', 'take'];['businessman', 'owner']
Chinatown;;M;273456;2;3;[];[];[]
Douglas;;M;273456;2;4;[];[];['luck']
owner;;M;273456;1;5;['british', 'new', 'new', 'new'];[];['dealership']
Forst;;M;274097;1;0;[];[];[]
wife;;F;274097;1;1;[];['pick'];[]
Selena;/m/04dq493;F;275547;49;0;['heartbroken', 'real'];['sing', 'perform', 'surprise', 'wear', 'convince', 'meet', 'perform', 'calm', 'hit', 'continue', 'continue', 'become', 'want', 'elope', 'go', 'do', 'do', 'comfort', 'open', 'start', 'find', 'continue'];[]
Abraham Quintanilla;/m/0h293mn;M;275547;24;1;[];['play', 'open', 'get', 'approve', 'help', 'catch', 'disband', 'tell'];['son', 'daughter']
Chris;/m/02nwlz1;M;275547;7;2;[];[];[]
Behar;;M;275547;2;3;[];['tell'];['associate']
Marcela Quintanilla;/m/0h2bfxr;F;275547;2;4;[];['hear'];[]
Yolanda;;F;275547;2;5;[];['steal', 'deny'];[]
daughter;;F;275547;1;6;['other'];['sing'];[]
Abby;/m/02nwb_y;F;276070;32;0;[];['have', 'murder', 'know', 'tell', 'lie', 'go', 'think', 'accuse', 'arrive', 'turn', 'think', 'knock', 'hide', 'say'];['wife']
Ray;/m/02nwc0c;M;276070;32;1;[];['confront', 'return', 'decide', 'drive', 'throw', 'call', 'misinterpret', 'visit', 'talk', 'assume', 'assume', 'kill', 'explain', 'find', 'bury', 'return', 'look', 'tell', 'threaten'];['thank', 'shoot']
Marty;/m/02nwc04;M;276070;22;2;[];['suspect', 'hire', 'make', 'threaten', 'hire', 'take', 'say'];['owner']
Visser;;M;276070;18;3;[];['break', 'present', 'shoot', 'burn', 'reach', 'leave', 'say', 'try', 'realize', 'leave', 'arrive', 'go', 'open', 'fire'];['detective']
Dawg;;M;276762;3;0;[];['irritate'];[]
Willard Decker;/m/01kd9f;M;277006;7;0;[];['oversee', 'have', 'become', 'learn', 'offer', 'merge'];[]
admiral;;M;277006;4;1;[];['demonstrate', 'feel', 'believe'];[]
James T. Kirk;/m/0crtw;M;277006;3;2;[];['take', 'direct'];[]
Enterprise;;F;277006;2;3;[];['undergo', 'intercept'];['starship']
Lt. Ilia;/m/0hq9blv;F;277006;2;4;[];[];[]
Captain;;F;277006;1;5;['former'];[];[]
Spock;/m/0f13t;M;277006;1;6;[];['arrive', 'take', 'realize'];[]
navigator;;F;277006;1;7;[];[];['probe']
Michael O'Neal;/m/02nwjr_;M;277148;33;0;[];['tell', 'marry', 'marry', 'get', 'express', 'share', 'give', 'start', 'use', 'marry'];[]
Julianne Potter;/m/02nwjrk;F;277148;30;1;[];['receive', 'realize', 'pretend', 'engage', 'let', 'confess', 'pursue', 'apologize', 'kiss', 'tell', 'wish'];['critic']
Kimberly Wallace;/m/02nwjrs;F;277148;16;2;['terrible'];['ask', 'witness'];['singer']
George Downes;/m/02nwjrb;M;277148;3;3;[];['persuade'];[]
student;;M;277148;2;4;[];['know'];[]
Mary Jensen;/m/04dwxmq;F;277149;16;0;['irresistible'];[];['fan']
Ted Stroehmann;/m/04dr_24;M;277149;14;1;['old'];['lose', 'hire', 'drive', 'confront', 'decide', 'leave', 'win'];['schooler']
Pat Healy;/m/0glmdkw;M;277149;5;2;[];['find', 'fall'];['detective']
Tucker;/m/0glmdhx;M;277149;5;3;[];['turn', 'drive', 'lie'];['boy']
Dom “Woogie” Woganowski;/m/0glmdkf;M;277149;3;4;['orthopedic'];['turn'];['surgeon']
Magda;/m/0glmdj3;F;277149;1;5;[];[];[]
Gwen Harrison;/m/0gxrpcb;F;277158;14;0;[];['look', 'play', 'attempt', 'fire'];[]
Eddie Thomas;/m/0gyl351;M;277158;13;1;[];['have', 'hole', 'find', 'draw', 'discover', 'suspect', 'find'];[]
"Kathleen ""Kiki"" Harrison";/m/0gxbfv2;F;277158;8;2;[];['decide', 'gift', 'leave', 'pack'];['wallflow', 'school']
Hal Weidmann;/m/0gy8nmf;M;277158;1;3;[];['junk', 'deliver'];[]
Hector Gorgonzolas;/m/0h2h0zd;M;277158;1;4;[];[];[]
Robert MacDougall;/m/0g8mhnv;M;277160;20;0;[];['try', 'promise', 'help', 'tell', 'eavesdrop', 'accuse', 'plan', 'explain', 'give', 'make', 'slip'];['thief']
Virginia Baker;/m/0g8mhpb;F;277160;8;1;[];['contact', 'pull', 'lose', 'arrive', 'jump'];[]
Hector Cruz;/m/0g8mhnb;M;277160;7;2;[];['plug', 'tell', 'show', 'explain'];['security']
thief;;F;277160;6;3;['international'];['age', 'have', 'go', 'tell', 'need'];['art']
plug;;F;277160;5;4;[];[];['laptop']
buyer;;M;277160;2;5;[];[];['convince']
hostage;;M;277160;2;6;[];[];[]
suspect;;M;277160;2;7;['chief'];[];[]
Michael Delany;/m/0h2n37q;M;277666;8;0;[];['claim', 'fall', 'get'];[]
Natalie Parker;/m/0gy6wzk;F;277666;1;1;[];[];[]
Bobby Prinze;/m/0b67jrr;M;277667;22;0;[];['arrive', 'go', 'follow', 'take', 'reveal', 'say', 'do'];['killer']
Cindy Campbell;/m/0g3h_5;F;277667;19;1;[];['meet', 'realize', 'try', 'throw', 'get', 'tend', 'have', 'subdue', 'realise', 'begin'];['sheriff']
Ray Wilkins;/m/0b67jsl;M;277667;7;2;[];['arrive', 'deny', 'come', 'stab', 'collapse'];['stab']
girl;;F;277667;6;3;['old'];['name', 'receive', 'clothe'];[]
killer;;F;277667;6;4;['true'];['attack', 'escape', 'arrest', 'murder', 'attack'];['kick']
Brenda Meeks;/m/02q27xf;F;277667;3;5;['stab'];[];[]
Drew Decker;/m/0b67jt7;F;277667;3;6;[];['run'];[]
Gail Hailstorm;/m/040zs0g;F;277667;3;7;[];['hook', 'discard'];[]
Buffy Gilmore;/m/0b67jst;F;277667;2;8;[];['try', 'become', 'think'];[]
Greg Phillippe;/m/0b67js0;M;277667;2;9;[];[];[]
female;;M;277667;2;10;['white'];[];[]
game;;F;277667;2;11;[];[];[]
Doofy Gilmore;/m/0b67js7;M;277667;1;12;[];['escape'];[]
Shorty Meeks;/m/0b67jt0;M;277667;1;13;[];[];[]
sheriff;;M;277667;1;14;['local'];[];[]
Page Conners;/m/04h9zh1;F;277710;33;0;['last', 'regular'];['settle', 'play', 'involve', 'play', 'lure', 'declare', 'want', 'visit', 'owe', 'agree', 'choose', 'meet', 'point', 'learn', 'end', 'end', 'decide', 'insist', 'find', 'have', 'return'];['page conner', 'success', 'target', 'side', 'page conner']
Max Conners;/m/0ghbjcl;F;277710;29;1;[];['marry', 'relent', 'hurt', 'pass', 'decide', 'play', 'offer', 'help', 'reveal', 'go', 'reveal', 'drug', 'have', 'tell', 'get', 'watch', 'work'];['page conner', 'team', 'page conner', 'page conner', 'page conner', 'dean cumanno']
Dean Cumanno;/m/0ghbjjr;M;277710;14;2;[];['arrive', 'discover', 'confront', 'counter', 'admit', 'miss', 'put'];[]
Jack Withrowe;/m/0ghbjk7;M;277710;12;3;['beachfront'];['cheat', 'turn', 'go'];['bartender', 'bar']
Barbara;/m/0ghbjjf;F;277710;6;4;[];['break'];[]
William B. Tensy;/m/0ghbjsm;M;277710;1;5;[];[];['baron', 'product']
Jimmy Tong;/m/0gm4xwy;M;277713;27;0;['notorious', 'great'];['know', 'have', 'end', 'use', 'impersonate', 'defeat'];['driver', 'chance', 'agent']
Clark Devlin;/m/0gm4xy9;M;277713;8;1;['mysterious'];['order'];['spy']
Delilah;;F;277713;2;2;[];['confiscate'];[]
Del Blaine;/m/04h9zqk;F;277713;1;3;[];['think', 'admit'];[]
Dietrich Banning;/m/0gm4xyk;M;277713;1;4;['notorious', 'own'];[];['henchman']
Ed;;M;279813;13;0;[];['discover', 'pick', 'come', 'free', 'suggest', 'grab', 'pull', 'sneak', 'go'];[]
Forsythe;;M;279813;8;1;[];['escape', 'deduce', 'get'];[]
Leonard Smalls;/m/0h60lpz;M;279813;7;2;[];['decide', 'arrive', 'throw', 'struggle'];['kidnapper']
Evelle Snoats;/m/0h60lqj;M;279813;6;3;[];[];['learn']
Gale Snoats;/m/0h03fyw;M;279813;6;4;[];['overhear', 'leave', 'rob', 'reform'];['evelle snoat']
.;;M;279813;3;5;[];['learn'];[]
"Edwina ""Ed"" McDunnough";/m/059wm71;F;279813;3;6;[];[];[]
Sr;;M;279813;3;7;[];['begin'];[]
Glen;/m/0h60lq8;M;279813;1;8;[];['approach', 'get'];[]
I.;;M;279813;1;9;[];[];[]
Sinbad the Sailor;/m/01rry2;M;281069;18;0;[];['succeed', 'enter', 'tell', 'appear'];['sinbad the sailor', 'heir']
heir;;M;281069;11;1;[];['return', 'answer'];[]
Eris;/m/0bmkqdj;F;281069;9;2;[];['impersonate', 'send', 'call', 'save'];['goddess']
Marina;/m/0bmkqdv;F;281069;9;3;[];['go', 'pilot', 'reveal', 'fall'];[]
Proteus;/m/0bmkqf5;M;281069;4;4;[];['send', 'see'];[]
executioner;;F;281069;1;5;[];['give'];[]
Johnny;;M;282964;12;0;[];['arrive', 'see', 'buy', 'find', 'go', 'refuse'];[]
wife;;F;282964;5;1;[];['enlist'];[]
Peatty;;M;282964;3;2;[];['tell'];['teller']
Sherry;;M;282964;3;3;[];['make', 'believe'];[]
Clay;;M;282964;2;4;['veteran', 'criminal'];['assemble'];['planning']
survivor;;M;282964;1;5;['sole'];['go'];[]
Suzanne Stone Maretto;/m/04dsqfd;F;284619;27;0;[];['plot', 'begin', 'seduce', 'describe', 'grant', 'reveal', 'get', 'fabricate', 'murder', 'skate'];['murder']
Jimmy Emmett;/m/0h0w9jt;M;284619;9;1;[];['do', 'commit', 'hint'];[]
Lydia;;F;284619;8;2;[];['make', 'get', 'gain'];[]
Larry Maretto;/m/0h15ypn;M;284619;7;3;[];['love', 'start', 'describe', 'become'];['arm']
Russell;;M;284619;4;4;[];[];[]
Hope;;F;284619;3;5;[];['marry', 'believe'];[]
Janice Maretto;/m/0h5m7y9;F;284619;2;6;[];[];[]
Joe;;M;284619;2;7;[];[];[]
Frank;/m/0h6g66l;M;284676;31;0;[];['intimidate', 'kill', 'inform', 'kill', 'turn', 'force', 'kill', 'go', 'ask', 'quote', 'murder', 'force', 'ask', 'nod'];['who']
Harmonica;/m/0h6g64s;M;284676;15;1;[];['kill', 'kill', 'explain', 'arrive', 'sell', 'help', 'refuse', 'struggle', 'draw', 'say', 'ride'];['boy']
Morton;/m/0h6g651;M;284676;11;2;[];['learn', 'send', 'hire', 'want', 'try'];['rest']
Cheyenne;/m/0h6g662;M;284676;9;3;[];['put', 'collapse'];[]
Jill McBain;/m/0h6g67c;F;284676;9;4;[];['foresee', 'lose', 'supervise', 'carry'];['child', 'owner']
boy;;M;284676;7;5;[];['put'];['who']
Sweetwater;;M;284676;3;6;[];[];['piece']
Travis Alfred Walker;/m/05n7l7z;M;284697;36;0;[];['want', 'force', 'attempt', 'catch', 'convince', 'lead', 'want', 'argue', 'want', 'say', 'take', 'try', 'reveal', 'leave', 'begin'];[]
Beck;/m/05n7l7l;M;284697;13;1;[];['arrive', 'care', 'work', 'gain', 'agree', 'haul', 'grab', 'come', 'leave'];['expert']
Cornelius Bernard Hatcher;/m/05n7l85;M;284697;10;2;[];['rule', 'want', 'attack', 'tell', 'confront'];[]
expert;;M;284697;7;3;[];['tell', 'want', 'meet'];['retrieval', 'hunter', 'son']
Mariana;/m/05n7l7c;F;284697;4;4;[];['want', 'find', 'chastise', 'know', 'give'];[]
Konlobos;;F;284697;3;5;[];['tell', 'leave'];['man', 'fruit', 'man']
Walker;/m/0gkv6wg;M;284697;1;6;[];['want'];[]
head;;F;284697;1;7;[];['get', 'rescue'];[]
Anya/Anastasia;/m/058x2xf;F;284752;37;0;['real', 'real'];['fall', 'leave', 'grow', 'turn', 'encounter', 'escape', 'recall', 'storm', 'wander', 'manage'];['Duchess']
The Dowager Empress Marie;/m/06zcv17;F;284752;15;1;[];['climb', 'offer', 'refuse', 'want', 'offer', 'inform'];[]
Dimitri;/m/06zcv1j;M;284752;12;2;[];['decide', 'reach', 'teach', 'save', 'realize', 'use', 'manage', 'return', 'reconcile'];[]
Rasputin;/m/06zcv2c;M;284752;8;3;['sorcer'];['sell', 'use', 'confront', 'survive', 'send'];[]
Vladimir;/m/06zcv33;M;284752;6;4;[];['find', 'refuse'];['partner']
Sophie;/m/06zcv1v;F;284752;5;5;[];['convince', 'meet'];[]
minion;;M;284752;3;6;[];[];['bat', 'foil']
Bartok;/m/06zcv2p;M;284752;2;7;[];['fall'];[]
Feodorovna;;F;284752;1;8;[];[];[]
II;;M;284752;1;9;[];[];[]
III;;M;284752;1;10;[];['trap', 'die'];[]
cousin;;F;284752;1;11;[];[];['quiz']
Tommy;/m/0h5vz7p;M;284957;13;0;[];['see', 'stick', 'drop', 'protrude', 'manage'];['grab']
Porky;/m/0h5vz9g;M;284957;11;1;[];['take', 'join', 'have'];['man', 'brother']
Balbricker;/m/0h5vzbq;F;284957;5;2;[];['walk', 'sneak', 'leave', 'see', 'identify'];['coach']
Mickey;/m/0h5vz86;M;284957;5;3;[];['have'];[]
Pee Wee;/m/0h5vz7z;M;284957;5;4;[];['lose', 'give', 'shout', 'see'];[]
Ted Jarvis;/m/0h5vz8z;M;284957;3;5;[];['say'];[]
Carter;;F;284957;1;6;[];['hold', 'identify'];[]
Sheriff Wallace;/m/0h5vz7f;M;284957;1;7;[];['turn', 'arrive'];[]
Jjaks Clayton;/m/0gww83t;M;285559;14;0;[];['run', 'avoid', 'try', 'have', 'remember', 'want'];['brother']
Sam;;M;285559;12;1;['former'];['marry', 'find', 'end', 'admit', 'end', 'threaten', 'confront', 'end'];['stripper']
Freddie Clayton;/m/04dwxpg;F;285559;11;2;['former'];[];['Sam']
Ben;;M;285559;2;3;[];[];[]
Costikyan;;M;285559;2;4;[];['enter'];[]
Sarah Hotchner;/m/0dgh4yl;F;286544;14;0;[];['refuse', 'want'];[]
Leo Biederman;/m/0dgh4y9;M;286544;8;1;[];['discover', 'alert', 'marry', 'return', 'survive'];['astronomer', 'brother']
Jenny Lerner;/m/0dgh4xs;F;286544;7;2;[];['investigate', 'discover', 'give', 'join'];['reporter', 'family']
Lady;/m/05ykpsf;F;286828;29;0;['resemble'];['enjoy', 'grow', 'clash', 'live', 'begin', 'confront', 'see', 'lead', 'raise'];['name', 'footloose', 'admire', 'release', 'the tramp', 'the tramp']
The Tramp;/m/05ykpsr;M;286828;10;1;[];['offer', 'rescue', 'trick', 'show', 'escort', 'stir', 'arrive', 'leave', 'hear', 'enter', 'manage', 'call', 'have', 'resemble'];['force', 'part']
Aunt Sarah;/m/05ykrtj;F;286828;9;2;[];['take', 'tell', 'come', 'see', 'reconcile'];[]
baby;;M;286828;5;3;[];['move', 'arrive'];['what', 'house']
Jim Dear;/m/05ykrvn;M;286828;4;4;[];['give', 'introduce', 'arrive'];[]
Trusty;/m/05ykqkz;M;286828;4;5;[];['lose', 'walk'];[]
rat;;F;286828;4;6;['dead'];['try'];[]
Darling;/m/05ykql5;F;286828;3;7;[];['expect'];['puppy']
Jock;/m/05ykqlg;M;286828;3;8;[];['visit', 'try', 'take', 'howl', 'come'];['chase', 'sense']
Bulldog;/m/05ymp53;M;286828;2;9;[];[];[]
stray;;M;286828;2;10;[];['remind'];['order']
beaver;;F;286828;1;11;[];[];['license']
