,item,freebase_ID,review
75,Q109941613,0,0
76,Q109975089,0,0
77,Q110029306,0,0
78,Q110287209,0,0
79,Q111010444,0,0
80,Q111338049,0,0
81,Q111433290,0,0
82,Q112056021,0,0
83,Q112132109,0,0
84,Q112801489,0,0
85,Q112869505,0,0
86,Q112943764,0,0
87,Q112977234,0,0
88,Q113006337,0,0
89,Q113006640,0,0
90,Q113238923,0,0
91,Q113877606,0,0
92,Q113879962,0,0
93,Q113961648,0,0
94,Q114267897,0,0
95,Q114273352,0,0
96,Q114770947,0,0
97,Q114851482,0,0
98,Q115181277,0,0
99,Q149,/m/0gttbvs,0
100,Q179411,/m/0b983_,0
101,Q258815,/m/0bk2ql,33%
102,Q389358,/m/072vqm,0
103,Q502954,/m/0h1f6l2,0
104,Q592768,/m/0b9czz,20%
105,Q602018,/m/0fdq6d,0
106,Q645879,/m/07s1jb,0
107,Q656396,/m/099bhp,0
108,Q659725,/m/03m5vcv,33%
109,Q721934,/m/06t4c5,0
110,Q885148,/m/027sh2h,92%
111,Q924184,/m/0fq6ys,40%
112,Q1065146,/m/09v58kc,0
113,Q1657080,/m/0hgm9yp,25%
114,Q1702996,/m/06htnh,0
115,Q1740304,/m/03chc1w,0
116,Q1991804,/m/0nbp0zr,0
117,Q2009789,/m/0c92k2,0
118,Q2074903,/m/06y5_n,0
119,Q2271822,/m/0b51yw,0
120,Q2418819,/m/0747q4,0
121,Q2448193,/m/07gp3w,0
122,Q2545652,/m/03hg3pc,0
123,Q2550105,/m/09dsv5,0
124,Q2636969,/m/0cryrdw,0
125,Q2662947,/m/09rxgrq,0
126,Q2756904,/m/07pfk0,0
127,Q2762172,/m/0h1c487,0
128,Q3054699,/m/0kpgqy5,0
129,Q3221930,/m/08qv2b,43%
130,Q3278926,/m/0g62bh,0
131,Q3623997,/m/0g5fsk,0
132,Q3666999,/m/04h9zp3,0
133,Q4656808,/m/02vw1by,0
134,Q4920356,/m/0crrt40,0
135,Q5416939,/m/06q54z,0
136,Q5858575,/m/0wp_40t,0
137,Q6946351,/m/04f7byp,0
138,Q7734452,/m/02vv7zf,0
139,Q7735302,/m/02rg5tb,0
140,Q7736857,/m/0pmf3l5,0
141,Q7738669,/m/0dgq1w,0
142,Q7751365,/m/03ynz9,0
143,Q7764491,/m/0268rz6,0
144,Q7767979,/m/04j25wx,0
145,Q7775852,0,0
146,Q7818155,/m/02r_fg6,0
147,Q7822545,/m/026s7ct,0
148,Q7996314,/m/0h1fny,0
149,Q9169709,0,0
150,Q9321426,/m/0sghvky,77/100
151,Q11723965,0,0
152,Q11799195,0,0
153,Q13894088,0,0
154,Q14505430,/m/0wj353_,0
155,Q15632949,0,0
156,Q16248866,/m/0ynxx40,83%
157,Q16562576,0,0
158,Q16654654,/m/0crw7dy,0
159,Q17620779,0,0
160,Q17622332,/m/05dqd49,0
161,Q18112281,/m/011c6vcf,0
162,Q18192535,0,0
163,Q18785025,0,0
164,Q18786471,/m/012nggw2,97%
165,Q19867403,/m/0134m6pr,0
166,Q20649499,0,0
167,Q20745334,0,0
168,Q20758115,0,0
169,Q20926346,0,0
170,Q20942819,0,0
171,Q20967563,0,0
172,Q22674112,0,0
173,Q23747502,0,0
174,Q23899062,0,0
175,Q23999306,0,0
176,Q25455486,/m/0djb07c,0
177,Q26912389,0,0
178,Q27229786,0,0
179,Q27890317,0,0
180,Q27962384,0,0
181,Q28129008,0,0
182,Q30101324,0,0
183,Q30612231,0,0
184,Q47685499,0,0
185,Q50741404,0,0
186,Q51221761,0,0
187,Q55150764,0,0
188,Q55184613,0,0
189,Q58850417,0,0
190,Q62070350,0,0
191,Q62455994,0,0
192,Q65552665,0,0
193,Q66688735,/m/0crv80d,0
194,Q85427028,0,0
195,Q96387279,0,0
196,Q97728896,0,0
197,Q107555488,0,0
198,Q107798322,0,0
199,Q108422754,0,0
200,Q188899,/m/0bz3r4,20%
201,Q216153,/m/02c7k4,92%
202,Q221947,/m/035zkg,18%
203,Q381758,/m/0c3tkft,0
204,Q389122,/m/0bk2pk,0
205,Q476329,/m/03py6p,64%
206,Q600259,/m/07_hnd,0
207,Q606159,/m/0bs16n,0
208,Q685785,/m/02z0qgs,57%
209,Q754736,/m/05ftpb,64%
210,Q807840,/m/03qhmz2,0
211,Q807841,/m/0czb4ws,0
212,Q852391,/m/04j2ycl,11%
213,Q919563,/m/08rqjv,33%
214,Q1122127,/m/07kry2,40%
215,Q1174616,/m/0cglvm,0
216,Q1212037,/m/05g47n,0
217,Q1254637,/m/02q31dg,0
218,Q1263501,/m/01f73r,88%
219,Q1349588,/m/0by91_,29%
220,Q1376388,/m/06zm9p7,0
221,Q1406608,/m/092q6z,0
222,Q1465155,/m/05d4rk,0
223,Q1468857,/m/03lzq_,20%
224,Q1570765,/m/0c2wx9,0
225,Q1743785,/m/030001,74%
226,Q1810461,/m/099b_9,0
227,Q1859906,/m/06tfrp,0
228,Q1878809,/m/09x10c,80%
229,Q1989562,/m/026njbj,0
230,Q2031788,/m/0bk2mh,17%
231,Q2044962,/m/09v3v1_,0
232,Q2275539,/m/06kxtl,88%
233,Q2496167,/m/044csj,0
234,Q2499639,/m/083pr3,0
235,Q2544387,/m/0frz65,0
236,Q2552049,/m/08gshh,0
237,Q2564665,/m/04f5s5j,0
238,Q2696668,/m/0k3qyy7,0
239,Q2718148,/m/0f7byc,0
240,Q2840611,/m/08_d24,0
241,Q3084652,/m/0b_mk56,14%
242,Q3279845,/m/0gqh5x,0
243,Q3280571,/m/03ynh28,0
244,Q3281482,/m/05t10s2,0
245,Q3411014,/m/027trfc,0
246,Q3520959,0,0
247,Q3612306,/m/0g491b,0
248,Q3634768,/m/03h5rsh,0
249,Q3936055,0,0
250,Q4140831,/m/04h3g0,0
251,Q4646903,/m/0cm94r2,0
252,Q4655958,/m/099yj_,0
253,Q4986243,/m/0jb3qdd,0
254,Q5652347,/m/0fp_fq_,0
255,Q5882450,/m/02pj_xf,0
256,Q5926651,/m/0bk6fc,43%
257,Q5957487,0,0
258,Q6135692,0,0
259,Q6746354,/m/0bdcyg,0
260,Q6902773,/m/02z854z,0
261,Q7430556,/m/05pbzsw,0
262,Q7744616,/m/0b_qj7j,0
263,Q7754532,/m/03gy_12,0
264,Q7758773,/m/02qpj9m,80%
265,Q8881703,/m/03ch_7z,0
266,Q9345858,0,0
267,Q9359111,/m/0p2p43x,0
268,Q9380349,0,0
269,Q11750089,0,0
270,Q15160673,/m/0_ysjd3,0
271,Q15270994,0,0
272,Q15631322,/m/0_1k394,45%
273,Q15884400,/m/0y4p05h,0
274,Q15967650,/m/0_86tmb,0
275,Q16161078,/m/0ndhtmk,0
276,Q17462738,0,0
277,Q18326707,0,0
278,Q19839019,/m/0130rrqz,0
279,Q19999891,0,0
280,Q21743222,0,0
281,Q23755563,0,0
282,Q24211277,0,0
283,Q24211282,0,0
284,Q28102395,0,0
285,Q28804247,0,0
286,Q28869533,0,0
287,Q29906266,0,0
288,Q32067395,0,0
289,Q39048042,0,0
290,Q55087665,0,0
291,Q55114856,/m/0crrkcx,0
292,Q60429770,0,0
293,Q60997779,0,0
294,Q65973230,0,0
295,Q97288428,0,0
296,Q98931267,0,0
297,Q100246167,0,0
298,Q105747750,0,0
299,Q106953528,0,0
300,Q165512,/m/018gvp,98%
301,Q244434,/m/01q3wp,45%
302,Q368210,/m/026ymzj,0
303,Q477365,/m/05rr1_,67%
304,Q525963,/m/0gxbjhh,0
305,Q588158,/m/06ftdh,0
306,Q595300,/m/0dfr5v,17%
307,Q603120,/m/06twlr,0
308,Q632699,/m/027d3sg,0
309,Q647369,/m/076zdjp,0
310,Q659793,/m/0gjdk4g,0
311,Q739285,/m/04115hs,100%
312,Q784696,/m/0kpgp8k,0
313,Q807838,/m/07s470r,0
314,Q837847,/m/0cg_vf,0%
315,Q863963,/m/05grhc,94%
316,Q921906,/m/0bs7_5,0
317,Q941490,/m/0gjdgc6,0
318,Q1203831,/m/04cx77,0
319,Q1212950,/m/04gf429,0
320,Q1440523,/m/09w2q1,0
321,Q1494222,/m/06t446,0
322,Q1630767,/m/079fp5,0
323,Q1753443,/m/07ykkf,70%
324,Q1869550,/m/09x147,60%
325,Q2095720,/m/0fwpzl,0
326,Q2233858,/m/05q97rg,0
327,Q2301435,/m/09q1gp,0
328,Q2381354,/m/0bmf0sd,0
329,Q2388653,/m/07_w7p,0
330,Q2392121,/m/063zky,0
331,Q2545039,/m/0cglt7,0
332,Q2582903,/m/0cc9_xm,0
333,Q2608065,/m/0n_98ck,96%
334,Q2615381,/m/098tgz,0
335,Q2618845,/m/0kv7bt,0
336,Q2634377,/m/0fp_pv7,0
337,Q2695367,/m/0kpgpkf,0
338,Q2892188,/m/0660fx4,0
339,Q3231050,/m/0604dm,0
340,Q3269250,/m/02x3wcm,0
341,Q3281690,/m/02r_d9r,0
342,Q3282900,/m/02x074v,0
343,Q3430110,/m/0100pzgp,0
344,Q3623122,/m/02805tl,0
345,Q3989262,/m/04hxxc,0
346,Q4859679,/m/03h5z7k,0
347,Q5523028,/m/0kpgqj6,0
348,Q5980060,/m/03_hlq,0
349,Q6144664,/m/0wpwlgl,98%
350,Q6807863,/m/0gtxp92,0
351,Q7302373,/m/0dyy60,0
352,Q7434351,/m/0ngv39j,0
353,Q7712587,/m/02rfd__,80%
354,Q7767602,/m/0nd34fj,0
355,Q7775076,0,0
356,Q8054395,/m/02r_d03,0
357,Q9363033,/m/04g2rr,0
358,Q10555606,/m/03ns4n,0
359,Q11693878,/m/04j2lt0,0
360,Q11798019,/m/04j2sn6,0
361,Q13091172,/m/0v3h5y7,90%
362,Q15139150,/m/0_3rrch,0
363,Q15985075,/m/0y6bl3z,40%
364,Q16568061,0,0
365,Q16978456,0,0
366,Q17373692,/m/04j0zbx,0
367,Q18740903,0,0
368,Q19954882,/m/0138jrr2,14%
369,Q23013169,0,0
370,Q23680650,0,0
371,Q23796643,0,0
372,Q23999279,0,0
373,Q24832112,/m/0_yxzlv,93%
374,Q24904727,/m/0n0327y,27%
375,Q26963248,0,0
376,Q27042519,0,0
377,Q27536714,0,0
378,Q27941572,0,0
379,Q28065409,0,0
380,Q28102427,0,0
381,Q42916073,0,0
382,Q45266006,0,0
383,Q51618999,/m/0h4yhx5,0
384,Q56390660,0,0
385,Q56631950,0,0
386,Q58850539,0,0
387,Q60741104,0,0
388,Q61740797,0,0
389,Q64407280,0,0
390,Q65115319,0,0
391,Q65121700,0,0
392,Q70206847,0,0
393,Q83952024,0,0
394,Q86749949,0,0
395,Q97289392,0,0
396,Q106299119,0,0
397,Q108404122,0,0
398,Q25733,/m/0cgly0,0
399,Q28891,/m/0cc97st,87%
400,Q107325,/m/01xq8v,75%
401,Q109767,/m/0c8tkt,73%
402,Q135574,/m/0nbtpy6,0
403,Q184843,/m/017n9,90%
404,Q223217,/m/0224rs,78%
405,Q246283,/m/0kvhr5y,90%
406,Q265807,/m/033llr,39%
407,Q300042,/m/01kg44,81%
408,Q337078,/m/07bwr,83%
409,Q467678,/m/029qy2,17%
410,Q610262,/m/05f7xf,45%
411,Q623051,/m/07g38,96%
412,Q751921,/m/06cgf,78%
413,Q1002142,/m/01fxc3,77%
414,Q1022352,/m/04rjwf,29%
415,Q1025603,/m/0bcy1h,0
416,Q1031262,/m/09yqn5,27%
417,Q1049417,/m/0fyt9h,57%
418,Q1072199,/m/06s2j3,0
419,Q1106732,/m/05xxkz,0
420,Q1132629,/m/0j_vp,95%
421,Q1188409,/m/0bsg3v,0
422,Q1513017,/m/02pswf4,40%
423,Q1528731,/m/07j37w,0
424,Q1742152,/m/09mytf,0
425,Q1758792,/m/06rm84,0
426,Q2000709,/m/06zk8md,0
427,Q2438202,/m/06tjlt,0
428,Q2448075,/m/07gp58,0
429,Q2840612,/m/08_cy8,0
430,Q2979081,/m/0cq78f,53%
431,Q3049995,/m/04v8y4,0
432,Q3231497,/m/09gmjwq,0%
433,Q3297120,/m/0h95smb,0
434,Q3388152,/m/0288xkq,20%
435,Q3391077,/m/026t1mm,0
436,Q3485595,/m/0wk6xhv,0
437,Q3828519,/m/0270kpk,0
438,Q3828818,/m/02r8nhw,0
439,Q4286601,/m/0gg93m9,0
440,Q4656804,/m/02pk064,0
441,Q4705489,/m/0dtyh9,0
442,Q4859681,/m/0h_9x5m,0
443,Q4911731,/m/0hzn2yt,0
444,Q5087163,/m/0gtdtv,0
445,Q5282386,/m/0720x_,0
446,Q5523025,/m/0c5tx2t,0
447,Q6055382,0,0
448,Q7096716,/m/0cw341,0
449,Q11739301,0,0
450,Q11753787,/m/0fq3191,0
451,Q19704365,0,0
452,Q47064364,0,0
453,Q61722208,0,0
454,Q61890475,0,0
455,Q83953796,0,0
456,Q83957287,/m/0_lpg82,0
457,Q83965827,0,0
458,Q84011753,0,0
459,Q90128871,0,0
460,Q90129108,0,0
461,Q90222340,0,0
462,Q90260665,0,0
463,Q90260689,0,0
464,Q90277030,0,0
465,Q90281688,0,0
466,Q90283776,0,0
467,Q90283831,/m/0bbr918,0
468,Q90898914,0,0
469,Q90900106,0,0
470,Q91349852,0,0
471,Q93478565,0,0
472,Q93478613,0,0
473,Q94243129,0,0
474,Q94269565,0,0
475,Q95263445,0,0
476,Q97335193,0,0
477,Q101245426,0,0
478,Q102441798,0,0
479,Q104876130,0,0
480,Q104877123,0,0
481,Q104879664,0,0
482,Q106597536,0,0
483,Q107126188,0,0
484,Q109534977,0,0
485,Q110404715,0,0
486,Q110413905,0,0
487,Q110582103,0,0
488,Q110634005,0,0
489,Q110968252,0,0
490,Q111208815,0,0
491,Q111678588,0,0
492,Q111689574,0,0
493,Q111693814,0,0
494,Q111731766,0,0
495,Q113753971,0,0
496,Q114253986,0,0
497,Q114254844,0,0
498,Q11618,/m/027jhb,90%
499,Q23395,/m/0f8j13,50%
500,Q125925,/m/0b2zf1,0
501,Q130725,/m/03nvs3j,0
502,Q194766,/m/012mg6m4,0
503,Q302537,/m/02rd16v,0
504,Q376543,/m/055vvt2,0
505,Q444242,/m/0jyln,0
506,Q470895,/m/02nr5x,92%
507,Q631707,/m/03wgxy1,0
508,Q1117926,0,0
509,Q2925975,0,0
510,Q3602569,/m/011qfd_0,0
511,Q3953549,0,0
512,Q3988332,0,0
513,Q3989119,0,0
514,Q4182111,0,0
515,Q4285122,0,0
516,Q7731112,/m/09rqzkk,0
517,Q16028845,0,0
518,Q17593363,0,0
519,Q23900134,0,0
520,Q30602241,0,0
521,Q48671496,0,0
522,Q48747237,0,0
523,Q52228377,0,0
524,Q53673354,0,0
525,Q54959087,/m/0bbr8_r,0
526,Q55074108,0,0
527,Q55717316,0,0
528,Q55717910,0,0
529,Q56301179,0,0
530,Q56562278,0,0
531,Q58835668,0,0
532,Q63568763,0,0
533,Q63568764,0,0
534,Q63929536,0,0
535,Q63936559,0,0
536,Q64023489,0,0
537,Q76766308,0,0
538,Q83295825,0,0
539,Q83895920,0,0
540,Q83948095,0,0
541,Q84012339,0,0
542,Q84083878,0,0
543,Q85228040,0,0
544,Q85808726,0,0
545,Q85846457,0,0
546,Q86380989,0,0
547,Q86465370,0,0
548,Q86528774,0,0
549,Q86529134,0,0
550,Q86529810,0,0
551,Q86529836,0,0
552,Q86530581,0,0
553,Q86542188,0,0
554,Q86594349,0,0
555,Q86595134,0,0
556,Q86600394,0,0
557,Q86614118,0,0
558,Q86712732,0,0
559,Q86714608,0,0
560,Q86720335,0,0
561,Q86720709,0,0
562,Q86722350,0,0
563,Q86847769,0,0
564,Q86913286,0,0
565,Q86913649,0,0
566,Q86917717,0,0
567,Q86926761,0,0
568,Q86928294,0,0
569,Q86931787,0,0
570,Q86932931,0,0
571,Q86934649,0,0
572,Q86992331,0,0
573,Q86993024,0,0
574,Q87067323,0,0
575,Q87067385,0,0
576,Q87068326,0,0
577,Q87073191,0,0
578,Q87073684,0,0
579,Q87115631,0,0
580,Q87140757,0,0
581,Q87143733,0,0
582,Q87191981,0,0
583,Q87209605,0,0
584,Q87349516,0,0
585,Q87357575,0,0
586,Q87495263,0,0
587,Q87589377,0,0
588,Q87722379,0,0
589,Q88604805,0,0
590,Q88956837,0,0
591,Q88957796,0,0
592,Q89422690,0,0
593,Q89660033,0,0
594,Q89785172,0,0
595,Q89787862,0,0
596,Q90129371,0,0
597,Q96129295,0,0
598,Q107297052,0,0
599,Q45602,/m/0jz2p,98%
600,Q151632,/m/0gf9jf,0
601,Q167081,/m/03qh4nn,0
602,Q171415,/m/0cnh99,0
603,Q177519,/m/04l0c9,0
604,Q218869,/m/04jcnzq,0
605,Q253170,/m/04cvpbt,0
606,Q253201,/m/080bt9h,0
607,Q331102,/m/047bfwf,0
608,Q384044,/m/05zt0_6,0
609,Q3073277,0,0
610,Q3618268,/m/0j626r0,0
611,Q3989292,0,0
612,Q4156767,0,0
613,Q7727705,/m/09pgcsm,0
614,Q8058418,/m/03hk0jb,0
615,Q15123176,0,0
616,Q26720484,0,0
617,Q56755046,0,0
618,Q63498410,0,0
619,Q63568445,0,0
620,Q63568766,0,0
621,Q63986690,0,0
622,Q64023471,0,0
623,Q66486370,0,0
624,Q66619556,0,0
625,Q83194527,0,0
626,Q83500247,0,0
627,Q83806054,0,0
628,Q83952267,0,0
629,Q84176693,0,0
630,Q84266607,0,0
631,Q85835690,0,0
632,Q86462061,0,0
633,Q86529819,0,0
634,Q86530145,0,0
635,Q86530732,0,0
636,Q86531645,0,0
637,Q86533531,0,0
638,Q86538546,0,0
639,Q86593337,0,0
640,Q86594374,0,0
641,Q86613019,0,0
642,Q86613529,0,0
643,Q86708500,0,0
644,Q86709536,0,0
645,Q86715825,0,0
646,Q86723129,0,0
647,Q86726095,0,0
648,Q86846883,0,0
649,Q86913595,0,0
650,Q86913605,0,0
651,Q86913925,0,0
652,Q86917626,0,0
653,Q86923736,/m/0421354,0
654,Q86924534,0,0
655,Q86925425,0,0
656,Q86927172,0,0
657,Q86927623,0,0
658,Q86928406,0,0
659,Q86929785,0,0
660,Q86930138,0,0
661,Q86932159,0,0
662,Q86934847,0,0
663,Q86992339,0,0
664,Q86993283,0,0
665,Q86993809,0,0
666,Q86995669,0,0
667,Q87066049,0,0
668,Q87066072,0,0
669,Q87067918,0,0
670,Q87077132,0,0
671,Q87140996,0,0
672,Q87143742,0,0
673,Q87147390,0,0
674,Q87263895,0,0
675,Q87293252,0,0
676,Q88049578,0,0
677,Q89788333,0,0
678,Q90257766,0,0
679,Q90283667,0,0
680,Q90283824,0,0
681,Q90476677,0,0
682,Q90856132,0,0
683,Q90899031,0,0
684,Q93485714,0,0
685,Q93487638,0,0
686,Q93488014,0,0
687,Q93488457,0,0
688,Q94243345,0,0
689,Q94457384,0,0
690,Q94580861,0,0
691,Q94995592,0,0
692,Q95388971,0,0
693,Q97051686,0,0
694,Q97192582,0,0
695,Q99633394,0,0
696,Q100269567,0,0
697,Q104110795,0,0
698,Q105227653,0,0
699,Q107448825,0,0
700,Q152442,/m/02pvs2q,0
701,Q192206,/m/019zmp,97%
702,Q251963,/m/0nhhtvw,0
703,Q286157,/m/07s86l_,0
704,Q288491,/m/071jlp,100%
705,Q335683,/m/04jjszj,0
706,Q383795,/m/04v8w5,96%
707,Q384089,/m/043py3c,0
708,Q466816,/m/045pct,0
709,Q470311,0,0
710,Q3784793,0,0
711,Q3785065,0,0
712,Q3987794,0,0
713,Q4092494,0,0
714,Q4256909,0,0
715,Q5457202,/m/0411txg,0
716,Q6145319,0,0
717,Q7738008,/m/0411dxk,0
718,Q19363681,/m/012r85xq,0
719,Q20092777,0,0
720,Q55637834,0,0
721,Q55717255,0,0
722,Q55717830,0,0
723,Q56559651,0,0
724,Q56703371,0,0
725,Q61732177,0,0
726,Q62015543,0,0
727,Q63568758,0,0
728,Q63568757,0,0
729,Q73907452,0,0
730,Q82564311,0,0
731,Q82577728,0,0
732,Q82772583,0,0
733,Q83744527,0,0
734,Q83770299,0,0
735,Q83771533,0,0
736,Q83808472,0,0
737,Q83815752,0,0
738,Q83952248,0,0
739,Q83952408,0,0
740,Q83957204,0,0
741,Q84051338,0,0
742,Q84089628,0,0
743,Q84863064,0,0
744,Q85117085,/m/0bc1bgt,0
745,Q85303040,0,0
746,Q85348824,0,0
747,Q85541778,0,0
748,Q86531665,0,0
749,Q86533120,0,0
750,Q86538610,0,0
751,Q86593515,0,0
752,Q86594358,0,0
753,Q86594365,0,0
754,Q86596912,0,0
755,Q86710627,0,0
756,Q86712350,0,0
757,Q86712931,0,0
758,Q86721979,0,0
759,Q86836082,0,0
760,Q86845658,0,0
761,Q86846607,0,0
762,Q86851125,0,0
763,Q86923137,0,0
764,Q86933484,0,0
765,Q86938637,0,0
766,Q86995642,0,0
767,Q87065561,0,0
768,Q87067928,0,0
769,Q87071530,0,0
770,Q87076679,0,0
771,Q87077384,0,0
772,Q87119024,0,0
773,Q87143773,0,0
774,Q87146950,0,0
775,Q87192545,0,0
776,Q87579483,0,0
777,Q87720329,0,0
778,Q88882730,0,0
779,Q90129198,0,0
780,Q90129578,0,0
781,Q90257408,/m/0g3wykn,0
782,Q90257412,0,0
783,Q90595906,0,0
784,Q90899251,/m/0_gf6z8,0
785,Q91476670,0,0
786,Q93485529,0,0
787,Q94995586,0,0
788,Q96081201,0,0
789,Q96144648,0,0
790,Q96217570,0,0
791,Q96467999,0,0
792,Q96741544,0,0
793,Q97117309,0,0
794,Q97139301,0,0
795,Q97657467,0,0
796,Q97703881,0,0
797,Q98402651,0,0
798,Q104881792,0,0
799,Q107265064,0,0
800,Q128737,/m/03np3vc,0
801,Q133972,/m/0c16hj,0
802,Q151560,0,0
803,Q252625,/m/02r0r04,0
804,Q253397,/m/02y96d,0
805,Q354501,/m/027tr_7,0
806,Q368451,/m/0gkn7,100%
807,Q374172,/m/04vl27,100%
808,Q386066,/m/09b4n4,0
809,Q426472,/m/0173my,86%
810,Q2504322,/m/04lg1r,0
811,Q3071645,0,0
812,Q3127181,0,0
813,Q3552062,/m/0bc1bh9,0
814,Q3962663,0,0
815,Q3965355,/m/0b6wrpw,0
816,Q7715267,0,0
817,Q50280696,0,0
818,Q51756576,0,0
819,Q52229642,0,0
820,Q53052580,0,0
821,Q56239763,0,0
822,Q56300176,0,0
823,Q56561993,0,0
824,Q60737621,0,0
825,Q64577388,0,0
826,Q64768467,0,0
827,Q66143779,0,0
828,Q83387684,0,0
829,Q83434976,0,0
830,Q83503833,0,0
831,Q83705914,0,0
832,Q83705963,0,0
833,Q83949758,0,0
834,Q83950545,0,0
835,Q83951905,0,0
836,Q83972792,/m/0w45jdd,0
837,Q83973509,0,0
838,Q84369493,0,0
839,Q84773685,0,0
840,Q84958256,0,0
841,Q85317021,0,0
842,Q85321507,0,0
843,Q85775517,0,0
844,Q86349743,0,0
845,Q86530738,0,0
846,Q86531653,0,0
847,Q86531698,0,0
848,Q86539142,0,0
849,Q86595145,0,0
850,Q86612268,0,0
851,Q86710049,0,0
852,Q86713608,0,0
853,Q86714042,0,0
854,Q86720535,0,0
855,Q86721246,0,0
856,Q86753921,/m/0bbrq40,0
857,Q86914205,0,0
858,Q86914274,0,0
859,Q86914582,0,0
860,Q86919313,0,0
861,Q86919360,0,0
862,Q86924034,0,0
863,Q86926389,0,0
864,Q86926473,0,0
865,Q86928158,0,0
866,Q86938152,0,0
867,Q86938420,0,0
868,Q86992592,0,0
869,Q87065544,0,0
870,Q87065575,0,0
871,Q87068007,0,0
872,Q87068319,0,0
873,Q87071518,0,0
874,Q87073186,0,0
875,Q87073838,0,0
876,Q87138516,0,0
877,Q87138619,0,0
878,Q87141709,0,0
879,Q87349268,0,0
880,Q87722096,0,0
881,Q88689416,0,0
882,Q89051496,0,0
883,Q89664432,0,0
884,Q90129329,0,0
885,Q90259600,0,0
886,Q90281560,0,0
887,Q90281632,0,0
888,Q90797681,0,0
889,Q91950945,0,0
890,Q93478624,0,0
891,Q94995598,0,0
892,Q96074712,0,0
893,Q96091387,0,0
894,Q96616691,0,0
895,Q97109507,0,0
896,Q97335106,0,0
897,Q97860273,0,0
898,Q103962804,0,0
899,Q104860862,0,0
900,Q128595,0,0
901,Q134008,/m/04jm1st,0
902,Q211366,/m/04f0qsk,0
903,Q245894,/m/0g8k1ns,0
904,Q247226,0,0
905,Q278328,/m/04ydl_z,100%
906,Q300621,/m/09v1l13,0
907,Q373126,/m/04csdz_,0
908,Q374207,/m/0c38k8,67%
909,Q374577,/m/01rvg6,0
910,Q384408,/m/03h082k,0
911,Q431093,/m/0grk0,98%
912,Q432930,/m/0c74w2,0
913,Q785058,/m/0cmdkgj,44%
914,Q1694130,/m/0gffk_x,0
915,Q2098865,/m/07kgb4r,0
916,Q3143259,/m/0h564zz,0
917,Q3224290,/m/03gsr_0,0
918,Q3986448,0,0
919,Q3988830,0,0
920,Q3988950,0,0
921,Q3989100,0,0
922,Q3989451,0,0
923,Q3990108,/m/0dg7lgw,0
924,Q4906349,/m/02rzp8w,0
925,Q20005521,0,0
926,Q27964337,0,0
927,Q42375766,0,0
928,Q45225940,0,0
929,Q50280823,0,0
930,Q53214257,0,0
931,Q53449419,0,0
932,Q53560129,0,0
933,Q54958585,0,0
934,Q55154954,0,0
935,Q55717225,0,0
936,Q56562083,0,0
937,Q62129836,0,0
938,Q63928961,0,0
939,Q64023477,0,0
940,Q64023484,0,0
941,Q64620754,0,0
942,Q65040913,0,0
943,Q66619583,0,0
